date,season,team,opponent,moneyLine,projectedRuns
2019-07-14,2019,BAL,TB,200,3.5
2019-07-14,2019,HOU,TEX,-215,7.17
2019-07-14,2019,NYY,TOR,-220,6.88
2019-07-14,2019,PHI,WSH,-113,5.84
2019-07-15,2019,MIL,ATL,-108,5.19
2019-07-15,2019,TOR,BOS,165,4.15
2019-07-15,2019,CIN,CHC,139,4.39
2019-07-15,2019,CHC,CIN,-149,6.28
2019-07-15,2019,DET,CLE,185,3.68
2019-07-15,2019,SF,COL,185,4.56
2019-07-15,2019,SF,COL,128,6.14
2019-07-15,2019,KC,CWS,112,4.25
2019-07-15,2019,CLE,DET,-205,7.06
2019-07-15,2019,LAA,HOU,122,4.28
2019-07-15,2019,CWS,KC,-122,4.95
2019-07-15,2019,HOU,LAA,-132,5.41
2019-07-15,2019,PHI,LAD,161,3.45
2019-07-15,2019,ATL,MIL,-102,5.05
2019-07-15,2019,TB,NYY,135,3.83
2019-07-15,2019,LAD,PHI,-172,5.69
2019-07-15,2019,STL,PIT,-135,4.6
2019-07-15,2019,COL,SF,-205,8.74
2019-07-15,2019,COL,SF,-138,8.12
2019-07-15,2019,PIT,STL,125,3.56
2019-07-15,2019,NYY,TB,-145,5.33
2019-07-15,2019,BOS,TOR,-180,7.07
2019-07-16,2019,TEX,ARI,-163,6.2
2019-07-16,2019,MIL,ATL,-176,6.06
2019-07-16,2019,WSH,BAL,-192,7.56
2019-07-16,2019,TOR,BOS,171,4.24
2019-07-16,2019,CIN,CHC,115,4.88
2019-07-16,2019,CHC,CIN,-125,5.83
2019-07-16,2019,DET,CLE,215,3.33
2019-07-16,2019,SF,COL,120,6.36
2019-07-16,2019,KC,CWS,109,5.02
2019-07-16,2019,CLE,DET,-245,7.46
2019-07-16,2019,LAA,HOU,120,4.32
2019-07-16,2019,CWS,KC,-119,5.71
2019-07-16,2019,HOU,LAA,-130,5.37
2019-07-16,2019,PHI,LAD,180,3.57
2019-07-16,2019,SD,MIA,-106,4.12
2019-07-16,2019,ATL,MIL,163,3.61
2019-07-16,2019,NYM,MIN,156,4.3
2019-07-16,2019,MIN,NYM,-166,6.86
2019-07-16,2019,TB,NYY,138,4.41
2019-07-16,2019,SEA,OAK,155,3.73
2019-07-16,2019,LAD,PHI,-200,6.67
2019-07-16,2019,STL,PIT,-180,5.79
2019-07-16,2019,MIA,SD,-104,4.08
2019-07-16,2019,OAK,SEA,-165,5.92
2019-07-16,2019,COL,SF,-130,7.91
2019-07-16,2019,PIT,STL,165,3.4
2019-07-16,2019,NYY,TB,-148,6.27
2019-07-16,2019,ARI,TEX,153,3.95
2019-07-16,2019,BOS,TOR,-186,7.48
2019-07-16,2019,BAL,WSH,176,4.17
2019-07-17,2019,TEX,ARI,115,4.88
2019-07-17,2019,MIL,ATL,102,4.95
2019-07-17,2019,WSH,BAL,-174,7.3
2019-07-17,2019,TOR,BOS,220,3.44
2019-07-17,2019,CIN,CHC,120,3.86
2019-07-17,2019,CHC,CIN,-130,4.8
2019-07-17,2019,DET,CLE,250,2.57
2019-07-17,2019,SF,COL,185,4.74
2019-07-17,2019,KC,CWS,-130,5.93
2019-07-17,2019,CLE,DET,-290,6.69
2019-07-17,2019,LAA,HOU,180,3.21
2019-07-17,2019,CWS,KC,120,4.77
2019-07-17,2019,HOU,LAA,-200,6.0
2019-07-17,2019,PHI,LAD,154,4.33
2019-07-17,2019,SD,MIA,-167,4.69
2019-07-17,2019,ATL,MIL,-112,5.28
2019-07-17,2019,NYM,MIN,164,4.17
2019-07-17,2019,MIN,NYM,-178,7.04
2019-07-17,2019,SEA,OAK,180,3.57
2019-07-17,2019,LAD,PHI,-164,6.83
2019-07-17,2019,STL,PIT,-143,5.0
2019-07-17,2019,MIA,SD,157,2.92
2019-07-17,2019,OAK,SEA,-200,6.67
2019-07-17,2019,COL,SF,-205,9.07
2019-07-17,2019,PIT,STL,133,3.65
2019-07-17,2019,ARI,TEX,-125,5.83
2019-07-17,2019,BOS,TOR,-250,7.86
2019-07-17,2019,BAL,WSH,162,4.39
2019-07-18,2019,MIL,ARI,-103,4.82
2019-07-18,2019,WSH,ATL,-150,6.0
2019-07-18,2019,TOR,BOS,243,2.92
2019-07-18,2019,STL,CIN,108,4.81
2019-07-18,2019,DET,CLE,190,2.93
2019-07-18,2019,KC,CWS,-160,6.77
2019-07-18,2019,CLE,DET,-210,5.76
2019-07-18,2019,LAA,HOU,142,4.34
2019-07-18,2019,CWS,KC,144,4.51
2019-07-18,2019,HOU,LAA,-152,6.33
2019-07-18,2019,PHI,LAD,-103,4.57
2019-07-18,2019,SD,MIA,-127,4.2
2019-07-18,2019,ARI,MIL,-107,4.91
2019-07-18,2019,OAK,MIN,116,4.86
2019-07-18,2019,SF,NYM,-118,4.06
2019-07-18,2019,TB,NYY,-130,5.09
2019-07-18,2019,TB,NYY,108,4.57
2019-07-18,2019,MIN,OAK,-126,5.85
2019-07-18,2019,LAD,PHI,-107,4.65
2019-07-18,2019,MIA,SD,117,3.46
2019-07-18,2019,NYM,SF,108,3.61
2019-07-18,2019,CIN,STL,-118,5.41
2019-07-18,2019,NYY,TB,110,4.29
2019-07-18,2019,NYY,TB,-118,5.14
2019-07-18,2019,BOS,TOR,-275,7.33
2019-07-18,2019,ATL,WSH,140,4.17
2019-07-19,2019,MIL,ARI,-132,5.97
2019-07-19,2019,WSH,ATL,-120,5.45
2019-07-19,2019,BOS,BAL,-240,6.71
2019-07-19,2019,BAL,BOS,210,3.06
2019-07-19,2019,SD,CHC,155,4.9
2019-07-19,2019,STL,CIN,-106,5.15
2019-07-19,2019,KC,CLE,260,2.78
2019-07-19,2019,NYY,COL,-220,7.91
2019-07-19,2019,TB,CWS,-240,6.0
2019-07-19,2019,TOR,DET,-160,6.15
2019-07-19,2019,TEX,HOU,190,2.76
2019-07-19,2019,CLE,KC,-300,7.5
2019-07-19,2019,SEA,LAA,113,4.69
2019-07-19,2019,MIA,LAD,290,1.92
2019-07-19,2019,LAD,MIA,-335,5.78
2019-07-19,2019,ARI,MIL,122,4.73
2019-07-19,2019,OAK,MIN,120,5.0
2019-07-19,2019,SF,NYM,157,2.92
2019-07-19,2019,COL,NYY,200,3.83
2019-07-19,2019,MIN,OAK,-130,6.22
2019-07-19,2019,PIT,PHI,-115,5.88
2019-07-19,2019,PHI,PIT,105,5.37
2019-07-19,2019,CHC,SD,-165,7.78
2019-07-19,2019,LAA,SEA,-123,5.52
2019-07-19,2019,NYM,SF,-167,4.69
2019-07-19,2019,CIN,STL,-104,5.1
2019-07-19,2019,CWS,TB,210,2.74
2019-07-19,2019,HOU,TEX,-210,5.42
2019-07-19,2019,DET,TOR,150,4.0
2019-07-19,2019,ATL,WSH,110,4.76
2019-07-20,2019,MIL,ARI,143,3.7
2019-07-20,2019,WSH,ATL,156,3.91
2019-07-20,2019,BOS,BAL,-220,8.59
2019-07-20,2019,BAL,BOS,200,4.17
2019-07-20,2019,SD,CHC,125,5.56
2019-07-20,2019,STL,CIN,132,4.09
2019-07-20,2019,KC,CLE,154,4.13
2019-07-20,2019,NYY,COL,-260,8.31
2019-07-20,2019,TB,CWS,-155,5.17
2019-07-20,2019,TOR,DET,-122,5.77
2019-07-20,2019,TEX,HOU,175,3.64
2019-07-20,2019,CLE,KC,-164,6.52
2019-07-20,2019,SEA,LAA,132,4.53
2019-07-20,2019,MIA,LAD,280,2.11
2019-07-20,2019,LAD,MIA,-320,6.1
2019-07-20,2019,ARI,MIL,-153,5.44
2019-07-20,2019,OAK,MIN,128,4.39
2019-07-20,2019,SF,NYM,-150,5.4
2019-07-20,2019,COL,NYY,230,3.48
2019-07-20,2019,MIN,OAK,-138,5.8
2019-07-20,2019,PIT,PHI,-130,5.65
2019-07-20,2019,PHI,PIT,120,4.55
2019-07-20,2019,CHC,SD,-135,7.18
2019-07-20,2019,LAA,SEA,-142,6.16
2019-07-20,2019,NYM,SF,140,3.75
2019-07-20,2019,CIN,STL,-142,5.57
2019-07-20,2019,CWS,TB,145,3.47
2019-07-20,2019,HOU,TEX,-190,6.55
2019-07-20,2019,DET,TOR,112,4.95
2019-07-20,2019,ATL,WSH,-166,6.24
2019-07-21,2019,MIL,ARI,-125,4.72
2019-07-21,2019,WSH,ATL,160,4.23
2019-07-21,2019,BOS,BAL,-215,8.53
2019-07-21,2019,BAL,BOS,195,4.24
2019-07-21,2019,SD,CHC,160,3.08
2019-07-21,2019,STL,CIN,100,4.75
2019-07-21,2019,KC,CLE,190,3.62
2019-07-21,2019,NYY,COL,-190,6.88
2019-07-21,2019,TB,CWS,-270,5.84
2019-07-21,2019,TOR,DET,-118,5.68
2019-07-21,2019,TEX,HOU,125,4.0
2019-07-21,2019,CLE,KC,-210,7.11
2019-07-21,2019,SEA,LAA,128,4.82
2019-07-21,2019,MIA,LAD,280,2.24
2019-07-21,2019,LAD,MIA,-320,6.48
2019-07-21,2019,ARI,MIL,115,3.95
2019-07-21,2019,OAK,MIN,120,4.77
2019-07-21,2019,SF,NYM,-110,4.45
2019-07-21,2019,COL,NYY,175,3.82
2019-07-21,2019,MIN,OAK,-130,5.93
2019-07-21,2019,PIT,PHI,-132,6.26
2019-07-21,2019,PHI,PIT,122,4.95
2019-07-21,2019,CHC,SD,-170,5.04
2019-07-21,2019,LAA,SEA,-138,6.38
2019-07-21,2019,NYM,SF,100,4.25
2019-07-21,2019,CIN,STL,-110,4.98
2019-07-21,2019,CWS,TB,240,2.35
2019-07-21,2019,HOU,TEX,-135,5.17
2019-07-21,2019,DET,TOR,108,5.05
2019-07-21,2019,ATL,WSH,-170,6.93
2019-07-22,2019,BAL,ARI,215,2.86
2019-07-22,2019,ARI,BAL,-245,6.39
2019-07-22,2019,TB,BOS,112,4.01
2019-07-22,2019,SF,CHC,-102,4.29
2019-07-22,2019,MIL,CIN,-113,4.77
2019-07-22,2019,TOR,CLE,161,3.45
2019-07-22,2019,MIA,CWS,-102,5.05
2019-07-22,2019,OAK,HOU,240,2.65
2019-07-22,2019,CWS,MIA,-108,5.19
2019-07-22,2019,CIN,MIL,103,4.43
2019-07-22,2019,NYY,MIN,-115,5.88
2019-07-22,2019,MIN,NYY,105,5.37
2019-07-22,2019,HOU,OAK,-270,6.57
2019-07-22,2019,STL,PIT,-108,4.93
2019-07-22,2019,TEX,SEA,103,4.93
2019-07-22,2019,CHC,SF,-108,4.41
2019-07-22,2019,PIT,STL,-102,4.8
2019-07-22,2019,BOS,TB,-122,4.67
2019-07-22,2019,SEA,TEX,-113,5.31
2019-07-22,2019,CLE,TOR,-172,5.69
2019-07-23,2019,BAL,ARI,170,3.33
2019-07-23,2019,KC,ATL,210,3.06
2019-07-23,2019,ARI,BAL,-185,5.84
2019-07-23,2019,TB,BOS,145,3.06
2019-07-23,2019,SF,CHC,-108,3.63
2019-07-23,2019,MIL,CIN,-149,5.68
2019-07-23,2019,TOR,CLE,162,3.63
2019-07-23,2019,WSH,COL,-230,6.27
2019-07-23,2019,MIA,CWS,-122,4.95
2019-07-23,2019,PHI,DET,-137,4.62
2019-07-23,2019,OAK,HOU,145,3.88
2019-07-23,2019,ATL,KC,-240,6.71
2019-07-23,2019,LAD,LAA,-210,6.77
2019-07-23,2019,LAA,LAD,190,3.45
2019-07-23,2019,CWS,MIA,112,4.25
2019-07-23,2019,CIN,MIL,139,3.97
2019-07-23,2019,NYY,MIN,-122,5.5
2019-07-23,2019,SD,NYM,-137,4.91
2019-07-23,2019,MIN,NYY,112,4.72
2019-07-23,2019,HOU,OAK,-155,5.77
2019-07-23,2019,DET,PHI,127,3.52
2019-07-23,2019,STL,PIT,127,3.96
2019-07-23,2019,NYM,SD,127,3.74
2019-07-23,2019,TEX,SEA,110,4.76
2019-07-23,2019,CHC,SF,-102,3.53
2019-07-23,2019,PIT,STL,-137,5.2
2019-07-23,2019,BOS,TB,-155,4.56
2019-07-23,2019,SEA,TEX,-120,5.45
2019-07-23,2019,CLE,TOR,-174,6.03
2019-07-23,2019,COL,WSH,205,2.95
2019-07-24,2019,BAL,ARI,124,4.24
2019-07-24,2019,KC,ATL,170,3.52
2019-07-24,2019,ARI,BAL,-134,5.44
2019-07-24,2019,TB,BOS,-110,3.93
2019-07-24,2019,SF,CHC,138,3.57
2019-07-24,2019,MIL,CIN,-157,6.11
2019-07-24,2019,TOR,CLE,124,3.79
2019-07-24,2019,WSH,COL,-111,5.26
2019-07-24,2019,WSH,COL,-230,6.62
2019-07-24,2019,MIA,CWS,111,4.27
2019-07-24,2019,PHI,DET,-152,6.03
2019-07-24,2019,OAK,HOU,200,3.0
2019-07-24,2019,ATL,KC,-185,6.17
2019-07-24,2019,LAD,LAA,-210,6.77
2019-07-24,2019,LAA,LAD,190,3.45
2019-07-24,2019,CWS,MIA,-121,4.93
2019-07-24,2019,CIN,MIL,147,4.05
2019-07-24,2019,NYY,MIN,-119,5.71
2019-07-24,2019,SD,NYM,140,3.54
2019-07-24,2019,MIN,NYY,109,5.02
2019-07-24,2019,HOU,OAK,-220,6.19
2019-07-24,2019,DET,PHI,142,4.13
2019-07-24,2019,STL,PIT,-105,4.87
2019-07-24,2019,NYM,SD,-150,5.1
2019-07-24,2019,TEX,SEA,-145,5.03
2019-07-24,2019,CHC,SF,-148,5.07
2019-07-24,2019,PIT,STL,-105,4.87
2019-07-24,2019,BOS,TB,100,3.75
2019-07-24,2019,SEA,TEX,135,3.62
2019-07-24,2019,CLE,TOR,-134,4.87
2019-07-24,2019,COL,WSH,101,4.98
2019-07-24,2019,COL,WSH,205,3.11
2019-07-25,2019,LAA,BAL,-240,7.41
2019-07-25,2019,NYY,BOS,-109,5.74
2019-07-25,2019,KC,CLE,144,4.1
2019-07-25,2019,WSH,COL,-320,6.48
2019-07-25,2019,MIN,CWS,-150,5.1
2019-07-25,2019,SEA,DET,-155,5.77
2019-07-25,2019,CLE,KC,-154,6.06
2019-07-25,2019,BAL,LAA,210,3.39
2019-07-25,2019,CWS,MIN,140,3.54
2019-07-25,2019,SD,NYM,185,2.63
2019-07-25,2019,BOS,NYY,-101,5.53
2019-07-25,2019,TEX,OAK,175,3.27
2019-07-25,2019,STL,PIT,108,4.33
2019-07-25,2019,NYM,SD,-205,5.04
2019-07-25,2019,DET,SEA,145,3.88
2019-07-25,2019,PIT,STL,-118,4.87
2019-07-25,2019,OAK,TEX,-190,5.9
2019-07-25,2019,COL,WSH,280,2.24
2019-07-26,2019,MIA,ARI,170,2.78
2019-07-26,2019,PHI,ATL,115,4.65
2019-07-26,2019,LAA,BAL,-186,6.5
2019-07-26,2019,NYY,BOS,-126,6.13
2019-07-26,2019,MIL,CHC,-119,5.16
2019-07-26,2019,COL,CIN,130,3.7
2019-07-26,2019,KC,CLE,101,4.73
2019-07-26,2019,CIN,COL,-140,4.96
2019-07-26,2019,MIN,CWS,-182,6.45
2019-07-26,2019,SEA,DET,-128,5.33
2019-07-26,2019,STL,HOU,100,4.25
2019-07-26,2019,CLE,KC,-111,5.0
2019-07-26,2019,BAL,LAA,171,3.69
2019-07-26,2019,WSH,LAD,150,3.8
2019-07-26,2019,ARI,MIA,-185,4.87
2019-07-26,2019,CHC,MIL,109,4.55
2019-07-26,2019,CWS,MIN,167,3.75
2019-07-26,2019,PIT,NYM,160,3.46
2019-07-26,2019,BOS,NYY,116,5.09
2019-07-26,2019,TEX,OAK,105,4.39
2019-07-26,2019,ATL,PHI,-125,5.56
2019-07-26,2019,NYM,PIT,-170,5.67
2019-07-26,2019,SF,SD,122,3.6
2019-07-26,2019,DET,SEA,118,4.36
2019-07-26,2019,SD,SF,-132,4.55
2019-07-26,2019,HOU,STL,-110,4.45
2019-07-26,2019,TOR,TB,126,4.2
2019-07-26,2019,OAK,TEX,-115,4.81
2019-07-26,2019,TB,TOR,-136,5.47
2019-07-26,2019,LAD,WSH,-160,5.85
2019-07-27,2019,MIA,ARI,107,3.86
2019-07-27,2019,PHI,ATL,123,4.26
2019-07-27,2019,LAA,BAL,-240,7.06
2019-07-27,2019,NYY,BOS,137,5.06
2019-07-27,2019,MIL,CHC,-107,4.91
2019-07-27,2019,COL,CIN,146,4.27
2019-07-27,2019,KC,CLE,190,3.1
2019-07-27,2019,CIN,COL,-156,6.4
2019-07-27,2019,MIN,CWS,-174,6.99
2019-07-27,2019,SEA,DET,-159,5.53
2019-07-27,2019,STL,HOU,180,3.04
2019-07-27,2019,CLE,KC,-210,6.1
2019-07-27,2019,BAL,LAA,210,3.23
2019-07-27,2019,WSH,LAD,170,3.7
2019-07-27,2019,ARI,MIA,-117,4.31
2019-07-27,2019,CHC,MIL,-103,4.82
2019-07-27,2019,CWS,MIN,162,4.2
2019-07-27,2019,PIT,NYM,124,4.02
2019-07-27,2019,BOS,NYY,-147,7.14
2019-07-27,2019,TEX,OAK,165,3.58
2019-07-27,2019,ATL,PHI,-133,5.42
2019-07-27,2019,NYM,PIT,-134,5.15
2019-07-27,2019,SF,SD,127,3.74
2019-07-27,2019,DET,SEA,149,3.61
2019-07-27,2019,SD,SF,-137,4.91
2019-07-27,2019,HOU,STL,-200,5.67
2019-07-27,2019,TOR,TB,119,4.57
2019-07-27,2019,OAK,TEX,-180,6.11
2019-07-27,2019,TB,TOR,-129,5.63
2019-07-27,2019,LAD,WSH,-185,6.49
2019-07-28,2019,MIA,ARI,146,3.25
2019-07-28,2019,PHI,ATL,-139,5.53
2019-07-28,2019,LAA,BAL,-250,7.5
2019-07-28,2019,NYY,BOS,154,3.94
2019-07-28,2019,MIL,CHC,-114,5.33
2019-07-28,2019,COL,CIN,142,4.13
2019-07-28,2019,KC,CLE,158,3.49
2019-07-28,2019,CIN,COL,-152,6.03
2019-07-28,2019,MIN,CWS,-205,7.06
2019-07-28,2019,SEA,DET,-115,4.28
2019-07-28,2019,STL,HOU,122,4.28
2019-07-28,2019,CLE,KC,-168,5.64
2019-07-28,2019,BAL,LAA,220,3.28
2019-07-28,2019,WSH,LAD,104,4.17
2019-07-28,2019,ARI,MIA,-156,4.88
2019-07-28,2019,CHC,MIL,104,4.9
2019-07-28,2019,CWS,MIN,185,3.68
2019-07-28,2019,PIT,NYM,122,4.05
2019-07-28,2019,BOS,NYY,-164,6.21
2019-07-28,2019,TEX,OAK,180,3.39
2019-07-28,2019,ATL,PHI,129,4.15
2019-07-28,2019,NYM,PIT,-132,5.12
2019-07-28,2019,SF,SD,108,3.85
2019-07-28,2019,DET,SEA,105,3.9
2019-07-28,2019,SD,SF,-118,4.33
2019-07-28,2019,HOU,STL,-132,5.41
2019-07-28,2019,TOR,TB,142,4.13
2019-07-28,2019,OAK,TEX,-200,6.33
2019-07-28,2019,TB,TOR,-152,6.03
2019-07-28,2019,LAD,WSH,-114,4.53
2019-07-29,2019,MIA,ARI,-110,3.93
2019-07-29,2019,WSH,ATL,-150,5.7
2019-07-29,2019,SD,BAL,-285,6.29
2019-07-29,2019,PIT,CIN,170,3.52
2019-07-29,2019,LAD,COL,-125,7.22
2019-07-29,2019,LAA,DET,-240,7.41
2019-07-29,2019,TOR,KC,118,4.36
2019-07-29,2019,DET,LAA,210,3.39
2019-07-29,2019,COL,LAD,115,6.05
2019-07-29,2019,ARI,MIA,100,3.75
2019-07-29,2019,CIN,PIT,-185,6.17
2019-07-29,2019,BAL,SD,251,2.42
2019-07-29,2019,KC,TOR,-128,5.33
2019-07-29,2019,ATL,WSH,140,3.96
2019-07-30,2019,NYY,ARI,-240,8.12
2019-07-30,2019,WSH,ATL,-105,5.38
2019-07-30,2019,SD,BAL,-240,6.35
2019-07-30,2019,TB,BOS,127,4.19
2019-07-30,2019,STL,CHC,115,3.95
2019-07-30,2019,PIT,CIN,120,4.32
2019-07-30,2019,HOU,CLE,-138,5.22
2019-07-30,2019,LAD,COL,-145,7.99
2019-07-30,2019,NYM,CWS,-145,5.33
2019-07-30,2019,LAA,DET,-290,7.06
2019-07-30,2019,CLE,HOU,128,3.95
2019-07-30,2019,TOR,KC,-108,5.19
2019-07-30,2019,DET,LAA,250,2.71
2019-07-30,2019,COL,LAD,135,5.74
2019-07-30,2019,MIN,MIA,-143,4.71
2019-07-30,2019,OAK,MIL,-115,4.81
2019-07-30,2019,MIA,MIN,133,3.43
2019-07-30,2019,CWS,NYM,135,3.83
2019-07-30,2019,ARI,NYY,210,3.71
2019-07-30,2019,MIL,OAK,105,4.39
2019-07-30,2019,SF,PHI,120,4.77
2019-07-30,2019,CIN,PIT,-130,5.37
2019-07-30,2019,BAL,SD,210,2.9
2019-07-30,2019,TEX,SEA,-122,6.32
2019-07-30,2019,PHI,SF,-130,5.93
2019-07-30,2019,CHC,STL,-125,4.72
2019-07-30,2019,BOS,TB,-137,5.49
2019-07-30,2019,SEA,TEX,112,5.42
2019-07-30,2019,KC,TOR,-102,5.05
2019-07-30,2019,ATL,WSH,-105,5.38
2019-07-31,2019,NYY,ARI,-130,5.09
2019-07-31,2019,WSH,ATL,120,4.32
2019-07-31,2019,TB,BOS,121,4.98
2019-07-31,2019,STL,CHC,-102,4.29
2019-07-31,2019,PIT,CIN,175,3.45
2019-07-31,2019,HOU,CLE,-147,5.95
2019-07-31,2019,LAD,COL,-140,7.0
2019-07-31,2019,NYM,CWS,-196,5.3
2019-07-31,2019,LAA,DET,-190,6.22
2019-07-31,2019,CLE,HOU,137,4.22
2019-07-31,2019,TOR,KC,123,4.26
2019-07-31,2019,DET,LAA,175,3.45
2019-07-31,2019,COL,LAD,130,5.22
2019-07-31,2019,MIN,MIA,-185,5.19
2019-07-31,2019,OAK,MIL,-118,5.14
2019-07-31,2019,MIA,MIN,170,2.96
2019-07-31,2019,CWS,NYM,178,2.88
2019-07-31,2019,ARI,NYY,120,4.09
2019-07-31,2019,MIL,OAK,108,4.57
2019-07-31,2019,SF,PHI,118,4.36
2019-07-31,2019,CIN,PIT,-190,6.22
2019-07-31,2019,TEX,SEA,-155,6.38
2019-07-31,2019,PHI,SF,-128,5.33
2019-07-31,2019,CHC,STL,-108,4.41
2019-07-31,2019,BOS,TB,-131,6.24
2019-07-31,2019,SEA,TEX,145,4.29
2019-07-31,2019,KC,TOR,-133,5.42
2019-07-31,2019,ATL,WSH,-130,5.37
2019-08-01,2019,CIN,ATL,155,3.53
2019-08-01,2019,TOR,BAL,-103,5.33
2019-08-01,2019,TB,BOS,106,5.34
2019-08-01,2019,STL,CHC,-115,4.55
2019-08-01,2019,ATL,CIN,-165,5.6
2019-08-01,2019,HOU,CLE,-190,5.57
2019-08-01,2019,NYM,CWS,-194,6.6
2019-08-01,2019,CLE,HOU,175,3.09
2019-08-01,2019,SD,LAD,180,2.86
2019-08-01,2019,MIN,MIA,-164,4.66
2019-08-01,2019,OAK,MIL,-108,4.93
2019-08-01,2019,MIA,MIN,154,2.95
2019-08-01,2019,CWS,NYM,177,3.61
2019-08-01,2019,MIL,OAK,-102,4.8
2019-08-01,2019,SF,PHI,150,4.2
2019-08-01,2019,LAD,SD,-200,5.33
2019-08-01,2019,PHI,SF,-160,6.46
2019-08-01,2019,CHC,STL,105,4.15
2019-08-01,2019,BOS,TB,-116,5.91
2019-08-01,2019,BAL,TOR,-107,5.43
2019-08-02,2019,WSH,ARI,106,4.85
2019-08-02,2019,CIN,ATL,155,3.73
2019-08-02,2019,TOR,BAL,-128,5.89
2019-08-02,2019,NYY,BOS,-130,5.65
2019-08-02,2019,MIL,CHC,133,3.86
2019-08-02,2019,ATL,CIN,-165,5.92
2019-08-02,2019,LAA,CLE,200,3.17
2019-08-02,2019,SF,COL,130,5.87
2019-08-02,2019,PHI,CWS,-180,6.43
2019-08-02,2019,TEX,DET,-240,6.71
2019-08-02,2019,SEA,HOU,260,2.78
2019-08-02,2019,MIN,KC,-220,7.56
2019-08-02,2019,CLE,LAA,-220,6.53
2019-08-02,2019,SD,LAD,150,3.6
2019-08-02,2019,CHC,MIL,-143,5.3
2019-08-02,2019,KC,MIN,200,3.67
2019-08-02,2019,PIT,NYM,110,4.52
2019-08-02,2019,BOS,NYY,120,4.55
2019-08-02,2019,CWS,PHI,165,3.77
2019-08-02,2019,NYM,PIT,-120,5.18
2019-08-02,2019,LAD,SD,-160,5.54
2019-08-02,2019,HOU,SEA,-300,7.5
2019-08-02,2019,COL,SF,-140,7.88
2019-08-02,2019,DET,TEX,210,3.06
2019-08-02,2019,BAL,TOR,118,4.82
2019-08-02,2019,ARI,WSH,-116,5.37
2019-08-03,2019,WSH,ARI,-128,4.49
2019-08-03,2019,CIN,ATL,126,3.76
2019-08-03,2019,TOR,BAL,-110,5.5
2019-08-03,2019,NYY,BOS,114,4.21
2019-08-03,2019,NYY,BOS,-139,6.4
2019-08-03,2019,MIL,CHC,130,4.13
2019-08-03,2019,ATL,CIN,-136,4.9
2019-08-03,2019,LAA,CLE,110,5.24
2019-08-03,2019,SF,COL,112,5.19
2019-08-03,2019,PHI,CWS,-300,6.75
2019-08-03,2019,TEX,DET,-107,4.91
2019-08-03,2019,SEA,HOU,195,3.56
2019-08-03,2019,MIN,KC,-230,7.32
2019-08-03,2019,CLE,LAA,-120,6.0
2019-08-03,2019,SD,LAD,230,2.58
2019-08-03,2019,TB,MIA,-220,5.84
2019-08-03,2019,CHC,MIL,-140,5.54
2019-08-03,2019,KC,MIN,205,3.44
2019-08-03,2019,PIT,NYM,122,4.05
2019-08-03,2019,BOS,NYY,-124,4.98
2019-08-03,2019,BOS,NYY,129,4.8
2019-08-03,2019,STL,OAK,145,3.88
2019-08-03,2019,CWS,PHI,260,2.5
2019-08-03,2019,NYM,PIT,-132,5.12
2019-08-03,2019,LAD,SD,-260,6.14
2019-08-03,2019,HOU,SEA,-215,7.17
2019-08-03,2019,COL,SF,-122,6.05
2019-08-03,2019,OAK,STL,-155,5.77
2019-08-03,2019,MIA,TB,200,2.83
2019-08-03,2019,DET,TEX,-103,4.82
2019-08-03,2019,BAL,TOR,100,5.25
2019-08-03,2019,ARI,WSH,118,3.67
2019-08-04,2019,WSH,ARI,-160,5.85
2019-08-04,2019,CIN,ATL,110,4.29
2019-08-04,2019,TOR,BAL,-151,6.62
2019-08-04,2019,NYY,BOS,123,4.48
2019-08-04,2019,MIL,CHC,117,3.92
2019-08-04,2019,ATL,CIN,-121,4.93
2019-08-04,2019,LAA,CLE,210,3.06
2019-08-04,2019,SF,COL,121,5.88
2019-08-04,2019,PHI,CWS,-160,5.54
2019-08-04,2019,TEX,DET,-200,7.33
2019-08-04,2019,SEA,HOU,360,1.96
2019-08-04,2019,MIN,KC,-190,6.88
2019-08-04,2019,CLE,LAA,-236,6.67
2019-08-04,2019,SD,LAD,135,3.62
2019-08-04,2019,TB,MIA,-190,5.24
2019-08-04,2019,CHC,MIL,-129,4.79
2019-08-04,2019,KC,MIN,170,3.89
2019-08-04,2019,PIT,NYM,108,4.09
2019-08-04,2019,BOS,NYY,-136,5.76
2019-08-04,2019,STL,OAK,123,4.26
2019-08-04,2019,CWS,PHI,144,3.69
2019-08-04,2019,NYM,PIT,-118,4.6
2019-08-04,2019,LAD,SD,-150,5.1
2019-08-04,2019,HOU,SEA,-420,7.27
2019-08-04,2019,COL,SF,-134,7.44
2019-08-04,2019,OAK,STL,-136,5.47
2019-08-04,2019,MIA,TB,170,2.96
2019-08-04,2019,DET,TEX,179,3.94
2019-08-04,2019,BAL,TOR,136,4.66
2019-08-04,2019,ARI,WSH,145,3.88
2019-08-05,2019,PHI,ARI,-105,4.87
2019-08-05,2019,MIN,ATL,-108,5.19
2019-08-05,2019,NYY,BAL,-250,7.5
2019-08-05,2019,KC,BOS,205,3.61
2019-08-05,2019,OAK,CHC,145,4.29
2019-08-05,2019,LAA,CIN,175,3.45
2019-08-05,2019,TEX,CLE,150,3.8
2019-08-05,2019,DET,CWS,118,3.9
2019-08-05,2019,CWS,DET,-128,4.77
2019-08-05,2019,BOS,KC,-230,7.67
