date,season,team,opponent,moneyLine,projectedRuns
2018-08-08,2018,ATL,WSH,125,4.22
2018-08-09,2018,WSH,ATL,-122,4.95
2018-08-09,2018,TB,BAL,-206,5.39
2018-08-09,2018,TOR,BOS,145,3.67
2018-08-09,2018,MIN,CLE,180,2.68
2018-08-09,2018,LAD,COL,-132,6.26
2018-08-09,2018,SEA,HOU,120,2.95
2018-08-09,2018,COL,LAD,117,5.07
2018-08-09,2018,SD,MIL,162,3.24
2018-08-09,2018,CLE,MIN,-210,5.08
2018-08-09,2018,TEX,NYY,200,3.17
2018-08-09,2018,SF,PIT,-145,4.73
2018-08-09,2018,MIL,SD,-182,5.49
2018-08-09,2018,HOU,SEA,-135,3.73
2018-08-09,2018,PIT,SF,130,3.48
2018-08-09,2018,BAL,TB,176,2.9
2018-08-09,2018,NYY,TEX,-230,6.62
2018-08-09,2018,BOS,TOR,-160,5.54
2018-08-09,2018,ATL,WSH,112,4.25
2018-08-10,2018,CIN,ARI,112,4.25
2018-08-10,2018,MIL,ATL,-106,4.37
2018-08-10,2018,BOS,BAL,-235,6.31
2018-08-10,2018,BAL,BOS,205,2.95
2018-08-10,2018,WSH,CHC,122,3.83
2018-08-10,2018,ARI,CIN,-122,4.95
2018-08-10,2018,CWS,CLE,130,3.91
2018-08-10,2018,LAD,COL,-105,5.63
2018-08-10,2018,CLE,CWS,-145,5.33
2018-08-10,2018,MIN,DET,-103,4.82
2018-08-10,2018,SEA,HOU,175,2.73
2018-08-10,2018,STL,KC,-145,5.62
2018-08-10,2018,OAK,LAA,-133,5.14
2018-08-10,2018,COL,LAD,-105,5.63
2018-08-10,2018,NYM,MIA,-121,4.11
2018-08-10,2018,ATL,MIL,-104,4.33
2018-08-10,2018,DET,MIN,-107,4.91
2018-08-10,2018,MIA,NYM,111,3.55
2018-08-10,2018,TEX,NYY,190,3.1
2018-08-10,2018,LAA,OAK,118,4.13
2018-08-10,2018,SD,PHI,138,3.57
2018-08-10,2018,SF,PIT,-118,4.33
2018-08-10,2018,PHI,SD,-153,5.14
2018-08-10,2018,HOU,SEA,-195,4.96
2018-08-10,2018,PIT,SF,108,3.85
2018-08-10,2018,KC,STL,130,4.13
2018-08-10,2018,TOR,TB,109,3.83
2018-08-10,2018,NYY,TEX,-220,6.19
2018-08-10,2018,TB,TOR,-119,4.35
2018-08-10,2018,CHC,WSH,-137,4.91
2018-08-11,2018,CIN,ARI,146,3.46
2018-08-11,2018,MIL,ATL,-101,4.52
2018-08-11,2018,BOS,BAL,-270,7.3
2018-08-11,2018,BOS,BAL,-220,6.53
2018-08-11,2018,BAL,BOS,230,3.03
2018-08-11,2018,BAL,BOS,190,3.28
2018-08-11,2018,WSH,CHC,115,4.19
2018-08-11,2018,ARI,CIN,-161,5.24
2018-08-11,2018,CWS,CLE,190,3.1
2018-08-11,2018,LAD,COL,-138,6.67
2018-08-11,2018,CLE,CWS,-220,6.19
2018-08-11,2018,MIN,DET,-131,4.82
2018-08-11,2018,SEA,HOU,171,2.95
2018-08-11,2018,STL,KC,-170,5.67
2018-08-11,2018,OAK,LAA,105,4.15
2018-08-11,2018,COL,LAD,123,5.16
2018-08-11,2018,NYM,MIA,-109,4.17
2018-08-11,2018,ATL,MIL,-109,4.69
2018-08-11,2018,DET,MIN,116,3.94
2018-08-11,2018,MIA,NYM,-101,4.02
2018-08-11,2018,TEX,NYY,185,3.33
2018-08-11,2018,LAA,OAK,-115,4.55
2018-08-11,2018,SD,PHI,160,3.08
2018-08-11,2018,SF,PIT,-131,4.82
2018-08-11,2018,PHI,SD,-180,5.14
2018-08-11,2018,HOU,SEA,-201,5.34
2018-08-11,2018,PIT,SF,116,3.94
2018-08-11,2018,KC,STL,150,3.6
2018-08-11,2018,TOR,TB,-103,4.57
2018-08-11,2018,NYY,TEX,-215,6.48
2018-08-11,2018,TB,TOR,-107,4.65
2018-08-11,2018,CHC,WSH,-130,5.09
2018-08-12,2018,CIN,ARI,-102,4.29
2018-08-12,2018,MIL,ATL,120,3.86
2018-08-12,2018,BOS,BAL,-339,6.56
2018-08-12,2018,BAL,BOS,289,2.19
2018-08-12,2018,WSH,CHC,-133,4.28
2018-08-12,2018,ARI,CIN,-108,4.41
2018-08-12,2018,CWS,CLE,190,2.93
2018-08-12,2018,LAD,COL,-189,7.85
2018-08-12,2018,CLE,CWS,-220,5.84
2018-08-12,2018,MIN,DET,-112,4.49
2018-08-12,2018,SEA,HOU,171,3.14
2018-08-12,2018,STL,KC,-143,5.3
2018-08-12,2018,OAK,LAA,-140,4.96
2018-08-12,2018,COL,LAD,169,4.46
2018-08-12,2018,NYM,MIA,-175,4.45
2018-08-12,2018,ATL,MIL,-135,4.88
2018-08-12,2018,DET,MIN,102,4.21
2018-08-12,2018,MIA,NYM,155,2.75
2018-08-12,2018,TEX,NYY,180,3.39
2018-08-12,2018,LAA,OAK,125,3.78
2018-08-12,2018,SD,PHI,109,3.59
2018-08-12,2018,SF,PIT,-107,3.88
2018-08-12,2018,PHI,SD,-119,4.08
2018-08-12,2018,HOU,SEA,-191,5.58
2018-08-12,2018,PIT,SF,-103,3.81
2018-08-12,2018,KC,STL,128,3.95
2018-08-12,2018,TOR,TB,-132,4.55
2018-08-12,2018,NYY,TEX,-210,6.44
2018-08-12,2018,TB,TOR,117,3.69
2018-08-12,2018,CHC,WSH,118,3.44
2018-08-13,2018,TEX,ARI,152,3.77
2018-08-13,2018,MIA,ATL,175,3.09
2018-08-13,2018,MIA,ATL,260,2.5
2018-08-13,2018,CLE,CIN,-179,6.09
2018-08-13,2018,CIN,CLE,159,3.67
2018-08-13,2018,DET,CWS,-105,4.61
2018-08-13,2018,CWS,DET,-105,4.61
2018-08-13,2018,TOR,KC,-131,4.82
2018-08-13,2018,SD,LAA,-324,6.11
2018-08-13,2018,SF,LAD,170,2.59
2018-08-13,2018,ATL,MIA,-195,5.62
2018-08-13,2018,ATL,MIA,-310,6.8
2018-08-13,2018,NYY,NYM,-210,4.74
2018-08-13,2018,NYM,NYY,180,2.5
2018-08-13,2018,SEA,OAK,121,3.62
2018-08-13,2018,LAA,SD,274,2.14
2018-08-13,2018,OAK,SEA,-136,4.61
2018-08-13,2018,LAD,SF,-200,4.67
2018-08-13,2018,WSH,STL,116,4.17
2018-08-13,2018,ARI,TEX,-172,6.01
2018-08-13,2018,KC,TOR,116,3.94
2018-08-13,2018,STL,WSH,-131,5.1
2018-08-14,2018,TEX,ARI,154,3.94
2018-08-14,2018,MIA,ATL,170,3.15
2018-08-14,2018,NYM,BAL,-311,7.57
2018-08-14,2018,PHI,BOS,108,4.09
2018-08-14,2018,MIL,CHC,121,4.3
2018-08-14,2018,CLE,CIN,-205,5.71
2018-08-14,2018,CIN,CLE,175,3.09
2018-08-14,2018,HOU,COL,-202,4.68
2018-08-14,2018,DET,CWS,-131,5.1
2018-08-14,2018,CWS,DET,116,4.17
2018-08-14,2018,COL,HOU,172,2.57
2018-08-14,2018,TOR,KC,-147,5.36
2018-08-14,2018,SD,LAA,-131,4.82
2018-08-14,2018,SF,LAD,172,2.94
2018-08-14,2018,ATL,MIA,-200,5.67
2018-08-14,2018,CHC,MIL,-136,5.47
2018-08-14,2018,PIT,MIN,-129,5.07
2018-08-14,2018,BAL,NYM,261,2.77
2018-08-14,2018,TB,NYY,175,3.09
2018-08-14,2018,SEA,OAK,-135,4.31
2018-08-14,2018,BOS,PHI,-118,4.6
2018-08-14,2018,MIN,PIT,119,4.11
2018-08-14,2018,LAA,SD,116,3.94
2018-08-14,2018,OAK,SEA,120,3.41
2018-08-14,2018,LAD,SF,-192,5.26
2018-08-14,2018,WSH,STL,-102,4.54
2018-08-14,2018,NYY,TB,-205,5.71
2018-08-14,2018,ARI,TEX,-174,6.35
2018-08-14,2018,KC,TOR,132,3.88
2018-08-14,2018,STL,WSH,-108,4.67
2018-08-15,2018,MIA,ATL,200,2.83
2018-08-15,2018,NYM,BAL,-126,4.74
2018-08-15,2018,PHI,BOS,-105,4.35
2018-08-15,2018,MIL,CHC,125,4.0
2018-08-15,2018,CLE,CIN,-168,5.64
2018-08-15,2018,CIN,CLE,153,3.56
2018-08-15,2018,HOU,COL,-203,5.02
2018-08-15,2018,DET,CWS,-115,4.81
2018-08-15,2018,CWS,DET,105,4.39
2018-08-15,2018,COL,HOU,173,2.75
2018-08-15,2018,TOR,KC,-124,4.98
2018-08-15,2018,SD,LAA,-127,4.48
2018-08-15,2018,SF,LAD,160,3.08
2018-08-15,2018,ATL,MIA,-240,6.0
2018-08-15,2018,CHC,MIL,-140,5.25
2018-08-15,2018,PIT,MIN,105,3.66
2018-08-15,2018,BAL,NYM,116,3.94
2018-08-15,2018,TB,NYY,165,3.4
2018-08-15,2018,SEA,OAK,101,4.23
2018-08-15,2018,BOS,PHI,-105,4.35
2018-08-15,2018,MIN,PIT,-115,4.01
2018-08-15,2018,LAA,SD,117,3.69
2018-08-15,2018,OAK,SEA,-111,4.47
2018-08-15,2018,LAD,SF,-180,5.14
2018-08-15,2018,WSH,STL,105,4.39
2018-08-15,2018,NYY,TB,-185,5.84
2018-08-15,2018,KC,TOR,114,4.21
2018-08-15,2018,STL,WSH,-115,4.81
2018-08-16,2018,SD,ARI,125,3.56
2018-08-16,2018,COL,ATL,261,2.35
2018-08-16,2018,PIT,CHC,109,4.07
2018-08-16,2018,ATL,COL,-311,6.43
2018-08-16,2018,MIN,DET,-171,5.99
2018-08-16,2018,TOR,KC,-133,5.14
2018-08-16,2018,TEX,LAA,-111,5.79
2018-08-16,2018,DET,MIN,151,3.78
2018-08-16,2018,PHI,NYM,-152,6.03
2018-08-16,2018,PHI,NYM,-190,5.57
2018-08-16,2018,TB,NYY,151,3.19
2018-08-16,2018,NYM,PHI,137,4.22
2018-08-16,2018,NYM,PHI,170,3.15
2018-08-16,2018,CHC,PIT,-119,4.62
2018-08-16,2018,ARI,SD,-140,4.67
2018-08-16,2018,WSH,STL,102,4.46
2018-08-16,2018,NYY,TB,-171,5.05
2018-08-16,2018,LAA,TEX,101,5.47
2018-08-16,2018,KC,TOR,118,4.13
2018-08-16,2018,STL,WSH,-112,4.75
2018-08-17,2018,SD,ARI,116,3.47
2018-08-17,2018,COL,ATL,117,3.92
2018-08-17,2018,CLE,BAL,-357,6.64
2018-08-17,2018,TB,BOS,165,3.4
2018-08-17,2018,PIT,CHC,117,3.69
2018-08-17,2018,SF,CIN,100,4.5
2018-08-17,2018,BAL,CLE,297,2.14
2018-08-17,2018,ATL,COL,-127,4.76
2018-08-17,2018,KC,CWS,126,3.76
2018-08-17,2018,MIN,DET,-174,5.4
2018-08-17,2018,OAK,HOU,133,3.43
2018-08-17,2018,CWS,KC,-141,4.97
2018-08-17,2018,TEX,LAA,-111,6.05
2018-08-17,2018,SEA,LAD,119,3.65
2018-08-17,2018,WSH,MIA,-380,6.73
2018-08-17,2018,STL,MIL,-121,4.38
2018-08-17,2018,DET,MIN,154,3.35
2018-08-17,2018,PHI,NYM,-160,4.62
2018-08-17,2018,TOR,NYY,160,3.46
2018-08-17,2018,HOU,OAK,-148,4.77
2018-08-17,2018,NYM,PHI,145,3.06
2018-08-17,2018,CHC,PIT,-127,4.48
2018-08-17,2018,ARI,SD,-126,4.18
2018-08-17,2018,LAD,SEA,-134,4.58
2018-08-17,2018,CIN,SF,-110,4.71
2018-08-17,2018,MIL,STL,111,3.79
2018-08-17,2018,BOS,TB,-185,5.84
2018-08-17,2018,LAA,TEX,101,5.72
2018-08-17,2018,NYY,TOR,-180,5.79
2018-08-17,2018,MIA,WSH,320,2.02
2018-08-18,2018,SD,ARI,145,3.27
2018-08-18,2018,COL,ATL,147,3.44
2018-08-18,2018,CLE,BAL,-185,5.84
2018-08-18,2018,TB,BOS,185,2.98
2018-08-18,2018,PIT,CHC,-150,5.1
2018-08-18,2018,SF,CIN,-167,5.32
2018-08-18,2018,BAL,CLE,165,3.4
2018-08-18,2018,ATL,COL,-162,5.26
2018-08-18,2018,KC,CWS,119,4.11
2018-08-18,2018,MIN,DET,-172,6.01
2018-08-18,2018,OAK,HOU,-103,3.81
2018-08-18,2018,CWS,KC,-129,5.07
2018-08-18,2018,TEX,LAA,121,4.75
2018-08-18,2018,SEA,LAD,135,3.62
2018-08-18,2018,WSH,MIA,-195,6.28
2018-08-18,2018,STL,MIL,-152,4.83
2018-08-18,2018,DET,MIN,152,3.77
2018-08-18,2018,PHI,NYM,-105,3.84
2018-08-18,2018,TOR,NYY,280,2.37
2018-08-18,2018,HOU,OAK,-107,3.88
2018-08-18,2018,NYM,PHI,-105,3.84
2018-08-18,2018,CHC,PIT,135,3.62
2018-08-18,2018,ARI,SD,-160,4.92
2018-08-18,2018,LAD,SEA,-150,5.1
2018-08-18,2018,CIN,SF,152,3.37
2018-08-18,2018,MIL,STL,137,3.38
2018-08-18,2018,BOS,TB,-215,5.8
2018-08-18,2018,LAA,TEX,-136,6.05
2018-08-18,2018,NYY,TOR,-330,6.91
2018-08-18,2018,MIA,WSH,175,3.45
2018-08-19,2018,SD,ARI,170,2.96
2018-08-19,2018,COL,ATL,116,3.7
2018-08-19,2018,CLE,BAL,-253,6.09
2018-08-19,2018,TB,BOS,170,3.33
2018-08-19,2018,PIT,CHC,-119,4.35
2018-08-19,2018,SF,CIN,-106,4.37
2018-08-19,2018,BAL,CLE,213,2.72
2018-08-19,2018,ATL,COL,-131,4.54
2018-08-19,2018,KC,CWS,136,3.81
2018-08-19,2018,MIN,DET,-185,6.17
2018-08-19,2018,OAK,HOU,154,2.95
2018-08-19,2018,CWS,KC,-151,5.41
2018-08-19,2018,TEX,LAA,-105,5.63
2018-08-19,2018,SEA,LAD,175,2.91
2018-08-19,2018,WSH,MIA,-234,6.31
2018-08-19,2018,STL,MIL,-109,4.43
2018-08-19,2018,DET,MIN,165,3.58
2018-08-19,2018,PHI,NYM,-190,5.57
2018-08-19,2018,TOR,NYY,204,2.63
2018-08-19,2018,HOU,OAK,-169,4.71
2018-08-19,2018,NYM,PHI,170,3.15
2018-08-19,2018,CHC,PIT,109,3.83
2018-08-19,2018,ARI,SD,-200,5.33
2018-08-19,2018,LAD,SEA,-195,5.29
2018-08-19,2018,CIN,SF,-104,4.33
2018-08-19,2018,MIL,STL,-101,4.27
2018-08-19,2018,BOS,TB,-190,5.9
2018-08-19,2018,LAA,TEX,-105,5.63
2018-08-19,2018,NYY,TOR,-234,5.6
2018-08-19,2018,MIA,WSH,204,2.96
2018-08-20,2018,PIT,ATL,-126,4.46
2018-08-20,2018,TOR,BAL,-175,5.73
2018-08-20,2018,CLE,BOS,261,2.35
2018-08-20,2018,MIL,CIN,-230,6.62
2018-08-20,2018,BOS,CLE,-311,6.43
2018-08-20,2018,MIN,CWS,-163,5.89
2018-08-20,2018,SEA,HOU,150,3.2
2018-08-20,2018,TB,KC,-209,5.41
2018-08-20,2018,STL,LAD,175,3.09
2018-08-20,2018,CIN,MIL,200,3.17
2018-08-20,2018,CWS,MIN,148,3.83
2018-08-20,2018,SF,NYM,-111,3.95
2018-08-20,2018,TEX,OAK,170,3.33
2018-08-20,2018,ATL,PIT,116,3.7
2018-08-20,2018,HOU,SEA,-170,5.04
2018-08-20,2018,NYM,SF,101,3.73
2018-08-20,2018,LAD,STL,-205,5.71
2018-08-20,2018,KC,TB,179,2.87
2018-08-20,2018,OAK,TEX,-190,5.9
2018-08-20,2018,BAL,TOR,155,3.53
2018-08-21,2018,LAA,ARI,185,2.81
2018-08-21,2018,PIT,ATL,106,3.64
2018-08-21,2018,TOR,BAL,-139,4.94
2018-08-21,2018,CLE,BOS,142,3.72
2018-08-21,2018,DET,CHC,175,3.27
2018-08-21,2018,MIL,CIN,-200,6.0
2018-08-21,2018,BOS,CLE,-157,5.5
2018-08-21,2018,SD,COL,155,4.12
2018-08-21,2018,MIN,CWS,-111,4.47
2018-08-21,2018,CHC,DET,-205,6.05
2018-08-21,2018,SEA,HOU,116,3.94
2018-08-21,2018,TB,KC,-280,5.16
2018-08-21,2018,ARI,LAA,-215,5.46
2018-08-21,2018,STL,LAD,155,3.33
2018-08-21,2018,NYY,MIA,-220,5.16
2018-08-21,2018,CIN,MIL,170,3.33
2018-08-21,2018,CWS,MIN,101,4.23
2018-08-21,2018,SF,NYM,100,4.0
2018-08-21,2018,MIA,NYY,190,2.59
2018-08-21,2018,TEX,OAK,190,3.1
2018-08-21,2018,WSH,PHI,-129,5.35
2018-08-21,2018,ATL,PIT,-116,4.03
2018-08-21,2018,COL,SD,-175,6.68
2018-08-21,2018,HOU,SEA,-131,4.82
2018-08-21,2018,NYM,SF,-110,4.19
2018-08-21,2018,LAD,STL,-175,5.41
2018-08-21,2018,KC,TB,240,2.06
2018-08-21,2018,OAK,TEX,-220,6.19
2018-08-21,2018,BAL,TOR,124,3.79
2018-08-21,2018,PHI,WSH,119,4.34
2018-08-22,2018,LAA,ARI,188,2.95
2018-08-22,2018,PIT,ATL,-101,4.02
2018-08-22,2018,TOR,BAL,-170,5.98
2018-08-22,2018,CLE,BOS,-124,5.26
2018-08-22,2018,DET,CHC,160,3.65
2018-08-22,2018,MIL,CIN,-271,6.57
2018-08-22,2018,BOS,CLE,114,4.44
2018-08-22,2018,SD,COL,235,2.99
2018-08-22,2018,MIN,CWS,-101,4.27
2018-08-22,2018,CHC,DET,-180,6.11
2018-08-22,2018,SEA,HOU,137,3.38
2018-08-22,2018,TB,KC,-180,4.5
2018-08-22,2018,ARI,LAA,-218,5.83
2018-08-22,2018,STL,LAD,156,2.93
2018-08-22,2018,NYY,MIA,-170,4.72
2018-08-22,2018,CIN,MIL,231,2.72
2018-08-22,2018,CWS,MIN,-109,4.43
2018-08-22,2018,SF,NYM,141,2.9
2018-08-22,2018,MIA,NYY,150,3.0
2018-08-22,2018,TEX,OAK,139,3.56
2018-08-22,2018,WSH,PHI,-153,5.14
2018-08-22,2018,ATL,PIT,-109,4.17
2018-08-22,2018,COL,SD,-275,7.33
2018-08-22,2018,HOU,SEA,-152,4.83
2018-08-22,2018,NYM,SF,-156,4.27
2018-08-22,2018,LAD,STL,-176,4.78
2018-08-22,2018,KC,TB,160,2.69
2018-08-22,2018,OAK,TEX,-154,5.15
2018-08-22,2018,BAL,TOR,150,3.8
2018-08-22,2018,PHI,WSH,138,3.57
2018-08-23,2018,MIA,ATL,170,3.15
2018-08-23,2018,CLE,BOS,170,3.7
2018-08-23,2018,CIN,CHC,175,3.27
2018-08-23,2018,CHC,CIN,-205,6.05
2018-08-23,2018,BOS,CLE,-200,6.67
2018-08-23,2018,SD,COL,177,3.79
2018-08-23,2018,DET,CWS,-129,4.79
2018-08-23,2018,CWS,DET,119,3.88
2018-08-23,2018,TB,KC,-175,4.45
2018-08-23,2018,ATL,MIA,-190,5.57
2018-08-23,2018,OAK,MIN,-172,5.69
2018-08-23,2018,SF,NYM,132,2.8
2018-08-23,2018,MIN,OAK,152,3.57
2018-08-23,2018,WSH,PHI,-161,4.32
2018-08-23,2018,COL,SD,-207,7.08
2018-08-23,2018,NYM,SF,-147,3.87
2018-08-23,2018,KC,TB,155,2.75
2018-08-23,2018,PHI,WSH,146,2.85
2018-08-24,2018,SEA,ARI,150,3.4
2018-08-24,2018,MIA,ATL,172,2.76
2018-08-24,2018,NYY,BAL,-184,5.83
2018-08-24,2018,TB,BOS,109,4.07
2018-08-24,2018,CIN,CHC,172,4.23
2018-08-24,2018,CHC,CIN,-202,7.69
2018-08-24,2018,KC,CLE,181,3.38
2018-08-24,2018,STL,COL,-116,5.91
2018-08-24,2018,DET,CWS,-140,4.67
2018-08-24,2018,CWS,DET,125,3.56
2018-08-24,2018,LAA,HOU,119,3.65
2018-08-24,2018,CLE,KC,-211,6.45
2018-08-24,2018,HOU,LAA,-134,4.58
2018-08-24,2018,SD,LAD,208,2.76
2018-08-24,2018,ATL,MIA,-192,4.93
2018-08-24,2018,PIT,MIL,116,3.94
2018-08-24,2018,OAK,MIN,-133,5.14
2018-08-24,2018,WSH,NYM,-144,5.31
2018-08-24,2018,BAL,NYY,164,3.41
2018-08-24,2018,MIN,OAK,118,4.13
2018-08-24,2018,TOR,PHI,119,4.11
2018-08-24,2018,MIL,PIT,-126,4.74
2018-08-24,2018,LAD,SD,-248,6.06
2018-08-24,2018,ARI,SEA,-165,5.29
2018-08-24,2018,TEX,SF,154,3.35
2018-08-24,2018,COL,STL,106,5.34
2018-08-24,2018,BOS,TB,-119,4.62
2018-08-24,2018,SF,TEX,-174,5.4
2018-08-24,2018,PHI,TOR,-129,5.07
2018-08-24,2018,NYM,WSH,129,3.93
2018-08-25,2018,SEA,ARI,136,3.6
2018-08-25,2018,MIA,ATL,155,2.94
2018-08-25,2018,NYY,BAL,-250,6.43
2018-08-25,2018,NYY,BAL,-190,5.9
2018-08-25,2018,TB,BOS,144,3.28
2018-08-25,2018,CIN,CHC,154,4.13
2018-08-25,2018,CHC,CIN,-174,6.67
2018-08-25,2018,KC,CLE,253,2.69
2018-08-25,2018,STL,COL,148,4.44
2018-08-25,2018,DET,CWS,-119,4.89
2018-08-25,2018,CWS,DET,109,4.31
2018-08-25,2018,LAA,HOU,183,2.65
2018-08-25,2018,CLE,KC,-303,7.14
2018-08-25,2018,HOU,LAA,-213,5.1
2018-08-25,2018,SD,LAD,315,1.81
2018-08-25,2018,ATL,MIA,-175,4.77
2018-08-25,2018,PIT,MIL,122,3.83
2018-08-25,2018,OAK,MIN,-158,5.82
2018-08-25,2018,WSH,NYM,-102,4.04
2018-08-25,2018,BAL,NYY,210,2.9
2018-08-25,2018,BAL,NYY,170,3.33
2018-08-25,2018,MIN,OAK,143,3.91
2018-08-25,2018,TOR,PHI,121,4.07
2018-08-25,2018,MIL,PIT,-137,4.91
2018-08-25,2018,LAD,SD,-375,5.92
2018-08-25,2018,ARI,SEA,-151,5.11
2018-08-25,2018,TEX,SF,135,3.62
2018-08-25,2018,COL,STL,-163,6.82
2018-08-25,2018,BOS,TB,-159,4.91
2018-08-25,2018,SF,TEX,-150,5.1
2018-08-25,2018,PHI,TOR,-136,5.19
2018-08-25,2018,NYM,WSH,-108,4.15
2018-08-26,2018,SEA,ARI,152,3.17
2018-08-26,2018,MIA,ATL,165,2.83
2018-08-26,2018,NYY,BAL,-275,6.23
2018-08-26,2018,TB,BOS,-113,3.71
2018-08-26,2018,CIN,CHC,245,3.04
2018-08-26,2018,CHC,CIN,-285,7.77
2018-08-26,2018,KC,CLE,200,3.17
2018-08-26,2018,STL,COL,133,4.94
2018-08-26,2018,DET,CWS,105,3.9
2018-08-26,2018,CWS,DET,-115,4.28
2018-08-26,2018,LAA,HOU,114,3.97
2018-08-26,2018,CLE,KC,-230,6.62
2018-08-26,2018,HOU,LAA,-124,4.71
2018-08-26,2018,SD,LAD,200,2.67
2018-08-26,2018,ATL,MIA,-185,4.87
2018-08-26,2018,PIT,MIL,119,3.88
2018-08-26,2018,OAK,MIN,114,4.21
2018-08-26,2018,WSH,NYM,-105,4.35
2018-08-26,2018,BAL,NYY,235,2.54
2018-08-26,2018,MIN,OAK,-124,4.98
2018-08-26,2018,TOR,PHI,108,4.33
2018-08-26,2018,MIL,PIT,-134,4.87
2018-08-26,2018,LAD,SD,-230,5.58
2018-08-26,2018,ARI,SEA,-167,5.0
2018-08-26,2018,TEX,SF,136,3.6
2018-08-26,2018,COL,STL,-148,6.86
2018-08-26,2018,BOS,TB,103,3.45
2018-08-26,2018,SF,TEX,-151,5.11
2018-08-26,2018,PHI,TOR,-118,4.87
2018-08-26,2018,NYM,WSH,-105,4.35
2018-08-27,2018,SF,ARI,154,2.76
2018-08-27,2018,TOR,BAL,-131,5.39
2018-08-27,2018,NYM,CHC,119,4.79
2018-08-27,2018,LAA,COL,130,3.48
2018-08-27,2018,NYY,CWS,-255,6.46
2018-08-27,2018,OAK,HOU,170,2.96
2018-08-27,2018,COL,LAA,-145,4.73
2018-08-27,2018,CHC,NYM,-129,5.91
2018-08-27,2018,CWS,NYY,215,2.86
2018-08-27,2018,HOU,OAK,-200,5.33
2018-08-27,2018,WSH,PHI,-110,4.71
2018-08-27,2018,ARI,SF,-174,4.45
2018-08-27,2018,BAL,TOR,116,4.4
2018-08-27,2018,PHI,WSH,100,4.5
2018-08-28,2018,SF,ARI,-105,3.59
2018-08-28,2018,TB,ATL,117,3.92
2018-08-28,2018,TOR,BAL,-118,5.14
2018-08-28,2018,MIA,BOS,220,3.28
2018-08-28,2018,NYM,CHC,107,4.11
2018-08-28,2018,MIL,CIN,-123,4.96
2018-08-28,2018,MIN,CLE,203,2.97
2018-08-28,2018,LAA,COL,112,4.01
2018-08-28,2018,NYY,CWS,-247,7.12
2018-08-28,2018,KC,DET,-118,4.33
2018-08-28,2018,OAK,HOU,196,2.87
2018-08-28,2018,DET,KC,108,3.85
2018-08-28,2018,COL,LAA,-122,4.67
2018-08-28,2018,TEX,LAD,200,3.83
2018-08-28,2018,BOS,MIA,-260,7.58
2018-08-28,2018,CIN,MIL,113,4.23
2018-08-28,2018,CLE,MIN,-233,6.3
2018-08-28,2018,CHC,NYM,-117,4.58
2018-08-28,2018,CWS,NYY,207,3.26
2018-08-28,2018,HOU,OAK,-226,5.89
2018-08-28,2018,WSH,PHI,-110,3.67
2018-08-28,2018,STL,PIT,-167,5.0
2018-08-28,2018,SEA,SD,-112,4.49
2018-08-28,2018,SD,SEA,102,4.21
2018-08-28,2018,ARI,SF,-105,3.59
2018-08-28,2018,PIT,STL,152,3.17
2018-08-28,2018,ATL,TB,-127,4.76
2018-08-28,2018,LAD,TEX,-240,8.12
2018-08-28,2018,BAL,TOR,108,4.57
2018-08-28,2018,PHI,WSH,100,3.5
2018-08-29,2018,SF,ARI,109,3.59
2018-08-29,2018,TB,ATL,119,3.65
2018-08-29,2018,TOR,BAL,-114,4.79
2018-08-29,2018,MIA,BOS,300,2.5
2018-08-29,2018,NYM,CHC,163,3.23
2018-08-29,2018,MIL,CIN,-150,5.4
2018-08-29,2018,MIN,CLE,163,3.8
2018-08-29,2018,NYY,CWS,-275,6.97
2018-08-29,2018,KC,DET,-109,3.91
2018-08-29,2018,OAK,HOU,135,3.62
2018-08-29,2018,DET,KC,-101,3.77
2018-08-29,2018,TEX,LAD,150,4.0
2018-08-29,2018,BOS,MIA,-360,7.83
2018-08-29,2018,CIN,MIL,135,3.83
2018-08-29,2018,CLE,MIN,-183,6.47
2018-08-29,2018,CHC,NYM,-183,5.5
2018-08-29,2018,CWS,NYY,235,2.84
2018-08-29,2018,HOU,OAK,-150,5.1
2018-08-29,2018,WSH,PHI,124,4.24
2018-08-29,2018,STL,PIT,-157,4.58
2018-08-29,2018,SEA,SD,188,2.78
2018-08-29,2018,SD,SEA,-218,5.48
2018-08-29,2018,ARI,SF,-119,4.08
2018-08-29,2018,PIT,STL,142,3.1
2018-08-29,2018,ATL,TB,-129,4.51
2018-08-29,2018,LAD,TEX,-165,6.23
2018-08-29,2018,BAL,TOR,104,4.41
2018-08-29,2018,PHI,WSH,-139,5.53
2018-08-30,2018,LAD,ARI,-155,4.86
2018-08-30,2018,CHC,ATL,117,3.92
2018-08-30,2018,CWS,BOS,185,2.98
2018-08-30,2018,ATL,CHC,-132,4.84
2018-08-30,2018,MIL,CIN,-145,5.33
2018-08-30,2018,MIN,CLE,180,3.04
2018-08-30,2018,SD,COL,128,3.29
2018-08-30,2018,BOS,CWS,-215,5.8
2018-08-30,2018,NYY,DET,-340,6.95
2018-08-30,2018,LAA,HOU,225,2.46
2018-08-30,2018,HOU,LAA,-265,5.81
2018-08-30,2018,ARI,LAD,140,3.33
2018-08-30,2018,CIN,MIL,130,3.91
2018-08-30,2018,CLE,MIN,-210,5.76
2018-08-30,2018,DET,NYY,290,2.31
2018-08-30,2018,SEA,OAK,121,3.85
2018-08-30,2018,STL,PIT,-115,4.28
