date,season,team,opponent,is_home,team_score,opp_score,target_win
2018-03-29,2018,ARI,COL,1,8,2,1
2018-03-29,2018,ATL,PHI,1,8,5,1
2018-03-29,2018,LAN,SFN,1,0,1,0
2018-03-29,2018,MIA,CHN,1,4,8,0
2018-03-29,2018,NYN,SLN,1,9,4,1
2018-03-29,2018,SDN,MIL,1,1,2,0
2018-03-29,2018,BAL,MIN,1,3,2,1
2018-03-29,2018,KCA,CHA,1,7,14,0
2018-03-29,2018,OAK,ANA,1,6,5,1
2018-03-29,2018,SEA,CLE,1,2,1,1
2018-03-29,2018,TBA,BOS,1,6,4,1
2018-03-29,2018,TEX,HOU,1,1,4,0
2018-03-29,2018,TOR,NYA,1,1,6,0
2018-03-30,2018,ARI,COL,1,9,8,1
2018-03-30,2018,ATL,PHI,1,4,5,0
2018-03-30,2018,CIN,WAS,1,0,2,0
2018-03-30,2018,LAN,SFN,1,0,1,0
2018-03-30,2018,MIA,CHN,1,2,1,1
2018-03-30,2018,SDN,MIL,1,6,8,0
2018-03-30,2018,DET,PIT,1,10,13,0
2018-03-30,2018,OAK,ANA,1,1,2,0
2018-03-30,2018,TBA,BOS,1,0,1,0
2018-03-30,2018,TEX,HOU,1,5,1,1
2018-03-30,2018,TOR,NYA,1,2,4,0
2018-03-31,2018,ARI,COL,1,1,2,0
2018-03-31,2018,ATL,PHI,1,15,2,1
2018-03-31,2018,CIN,WAS,1,7,13,0
2018-03-31,2018,LAN,SFN,1,5,0,1
2018-03-31,2018,MIA,CHN,1,6,10,0
2018-03-31,2018,NYN,SLN,1,6,2,1
2018-03-31,2018,SDN,MIL,1,3,7,0
2018-03-31,2018,BAL,MIN,1,2,6,0
2018-03-31,2018,KCA,CHA,1,3,4,0
2018-03-31,2018,OAK,ANA,1,3,8,0
2018-03-31,2018,SEA,CLE,1,5,6,0
2018-03-31,2018,TBA,BOS,1,2,3,0
2018-03-31,2018,TEX,HOU,1,3,9,0
2018-03-31,2018,TOR,NYA,1,5,3,1
2018-04-01,2018,CIN,WAS,1,5,6,0
2018-04-01,2018,LAN,SFN,1,9,0,1
2018-04-01,2018,MIA,CHN,1,6,0,1
2018-04-01,2018,NYN,SLN,1,1,5,0
2018-04-01,2018,BAL,MIN,1,0,7,0
2018-04-01,2018,DET,PIT,1,0,1,0
2018-04-01,2018,DET,PIT,1,6,8,0
2018-04-01,2018,OAK,ANA,1,4,7,0
2018-04-01,2018,SEA,CLE,1,5,4,1
2018-04-01,2018,TBA,BOS,1,1,2,0
2018-04-01,2018,TEX,HOU,1,2,8,0
2018-04-01,2018,TOR,NYA,1,7,4,1
2018-04-02,2018,ARI,LAN,1,8,7,1
2018-04-02,2018,ATL,WAS,1,1,8,0
2018-04-02,2018,CIN,CHN,1,1,0,1
2018-04-02,2018,MIA,BOS,1,3,7,0
2018-04-02,2018,MIL,SLN,1,4,8,0
2018-04-02,2018,PIT,MIN,1,5,4,1
2018-04-02,2018,SDN,COL,1,4,7,0
2018-04-02,2018,ANA,CLE,1,0,6,0
2018-04-02,2018,DET,KCA,1,6,1,1
2018-04-02,2018,HOU,BAL,1,6,1,1
2018-04-02,2018,OAK,TEX,1,3,1,1
2018-04-02,2018,TOR,CHA,1,4,2,1
2018-04-03,2018,ARI,LAN,1,6,1,1
2018-04-03,2018,ATL,WAS,1,13,6,1
2018-04-03,2018,MIA,BOS,1,2,4,0
2018-04-03,2018,MIL,SLN,1,5,4,1
2018-04-03,2018,NYN,PHI,1,2,0,1
2018-04-03,2018,SDN,COL,1,8,4,1
2018-04-03,2018,SFN,SEA,1,4,6,0
2018-04-03,2018,ANA,CLE,1,13,2,1
2018-04-03,2018,DET,KCA,1,0,1,0
2018-04-03,2018,HOU,BAL,1,10,6,1
2018-04-03,2018,NYA,TBA,1,11,4,1
2018-04-03,2018,OAK,TEX,1,1,4,0
2018-04-03,2018,TOR,CHA,1,14,5,1
2018-04-04,2018,ARI,LAN,1,3,0,1
2018-04-04,2018,ATL,WAS,1,7,1,1
2018-04-04,2018,MIL,SLN,1,0,6,0
2018-04-04,2018,NYN,PHI,1,4,2,1
2018-04-04,2018,PIT,MIN,1,3,7,0
2018-04-04,2018,SDN,COL,1,2,5,0
2018-04-04,2018,SFN,SEA,1,10,1,1
2018-04-04,2018,ANA,CLE,1,3,2,1
2018-04-04,2018,HOU,BAL,1,3,2,1
2018-04-04,2018,NYA,TBA,1,7,2,1
2018-04-04,2018,OAK,TEX,1,6,2,1
2018-04-04,2018,TOR,CHA,1,3,4,0
2018-04-05,2018,MIL,CHN,1,0,8,0
2018-04-05,2018,PHI,MIA,1,5,0,1
2018-04-05,2018,PIT,CIN,1,5,2,1
2018-04-05,2018,SDN,COL,1,1,3,0
2018-04-05,2018,SLN,ARI,1,1,3,0
2018-04-05,2018,WAS,NYN,1,2,8,0
2018-04-05,2018,BOS,TBA,1,3,2,1
2018-04-05,2018,CHA,DET,1,7,9,0
2018-04-05,2018,MIN,SEA,1,4,2,1
2018-04-05,2018,NYA,BAL,1,2,5,0
2018-04-05,2018,OAK,TEX,1,3,6,0
2018-04-06,2018,COL,ATL,1,3,8,0
2018-04-06,2018,MIL,CHN,1,5,4,1
2018-04-06,2018,PIT,CIN,1,14,3,1
2018-04-06,2018,ANA,OAK,1,13,9,1
2018-04-06,2018,CLE,KCA,1,3,2,1
2018-04-06,2018,HOU,SDN,1,1,4,0
2018-04-06,2018,NYA,BAL,1,3,7,0
2018-04-06,2018,TEX,TOR,1,5,8,0
2018-04-07,2018,COL,ATL,1,3,2,1
2018-04-07,2018,MIL,CHN,1,2,5,0
2018-04-07,2018,PHI,MIA,1,20,1,1
2018-04-07,2018,PIT,CIN,1,4,7,0
2018-04-07,2018,SFN,LAN,1,7,5,1
2018-04-07,2018,SLN,ARI,1,5,3,1
2018-04-07,2018,WAS,NYN,1,2,3,0
2018-04-07,2018,ANA,OAK,1,3,7,0
2018-04-07,2018,BOS,TBA,1,10,3,1
2018-04-07,2018,CHA,DET,1,1,6,0
2018-04-07,2018,CLE,KCA,1,0,1,0
2018-04-07,2018,HOU,SDN,1,1,0,1
2018-04-07,2018,MIN,SEA,1,4,11,0
2018-04-07,2018,NYA,BAL,1,8,3,1
2018-04-07,2018,TEX,TOR,1,5,1,1
2018-04-08,2018,COL,ATL,1,0,4,0
2018-04-08,2018,MIL,CHN,1,0,3,0
2018-04-08,2018,PHI,MIA,1,3,6,0
2018-04-08,2018,PIT,CIN,1,5,0,1
2018-04-08,2018,SFN,LAN,1,1,2,0
2018-04-08,2018,SLN,ARI,1,1,4,0
2018-04-08,2018,WAS,NYN,1,5,6,0
2018-04-08,2018,ANA,OAK,1,6,1,1
2018-04-08,2018,BOS,TBA,1,8,7,1
2018-04-08,2018,CHA,DET,1,0,1,0
2018-04-08,2018,CLE,KCA,1,3,1,1
2018-04-08,2018,HOU,SDN,1,4,1,1
2018-04-08,2018,NYA,BAL,1,7,8,0
2018-04-08,2018,TEX,TOR,1,4,7,0
2018-04-09,2018,COL,SDN,1,6,7,0
2018-04-09,2018,MIA,NYN,1,2,4,0
2018-04-09,2018,PHI,CIN,1,6,5,1
2018-04-09,2018,SFN,ARI,1,1,2,0
2018-04-09,2018,SLN,MIL,1,4,5,0
2018-04-09,2018,WAS,ATL,1,2,0,1
2018-04-09,2018,BAL,TOR,1,1,7,0
2018-04-09,2018,CHA,TBA,1,4,5,0
2018-04-09,2018,CLE,DET,1,2,0,1
2018-04-09,2018,KCA,SEA,1,10,0,1
2018-04-09,2018,MIN,HOU,1,0,2,0
2018-04-09,2018,TEX,ANA,1,3,8,0
2018-04-10,2018,CHN,PIT,1,5,8,0
2018-04-10,2018,COL,SDN,1,2,5,0
2018-04-10,2018,LAN,OAK,1,4,0,1
2018-04-10,2018,MIA,NYN,1,6,8,0
2018-04-10,2018,PHI,CIN,1,6,1,1
2018-04-10,2018,SFN,ARI,1,5,4,1
2018-04-10,2018,SLN,MIL,1,5,3,1
2018-04-10,2018,WAS,ATL,1,4,1,1
2018-04-10,2018,BAL,TOR,1,1,2,0
2018-04-10,2018,BOS,NYA,1,14,1,1
2018-04-10,2018,CHA,TBA,1,5,6,0
2018-04-10,2018,CLE,DET,1,2,1,1
2018-04-10,2018,KCA,SEA,1,3,8,0
2018-04-10,2018,MIN,HOU,1,4,1,1
2018-04-10,2018,TEX,ANA,1,1,11,0
2018-04-11,2018,CHN,PIT,1,13,5,1
2018-04-11,2018,COL,SDN,1,6,4,1
2018-04-11,2018,LAN,OAK,1,6,16,0
2018-04-11,2018,MIA,NYN,1,1,4,0
2018-04-11,2018,PHI,CIN,1,4,3,1
2018-04-11,2018,SFN,ARI,1,3,7,0
2018-04-11,2018,SLN,MIL,1,2,3,0
2018-04-11,2018,WAS,ATL,1,3,5,0
2018-04-11,2018,BAL,TOR,1,5,3,1
2018-04-11,2018,BOS,NYA,1,7,10,0
2018-04-11,2018,CHA,TBA,1,2,1,1
2018-04-11,2018,CLE,DET,1,5,1,1
2018-04-11,2018,KCA,SEA,1,2,4,0
2018-04-11,2018,MIN,HOU,1,9,8,1
2018-04-11,2018,TEX,ANA,1,2,7,0
2018-04-12,2018,CHN,PIT,1,1,6,0
2018-04-12,2018,CIN,SLN,1,4,13,0
2018-04-12,2018,SDN,SFN,1,0,7,0
2018-04-12,2018,WAS,COL,1,1,5,0
2018-04-12,2018,BOS,NYA,1,6,3,1
2018-04-12,2018,CLE,DET,1,9,3,1
2018-04-12,2018,KCA,ANA,1,1,7,0
2018-04-12,2018,MIN,CHA,1,4,0,1
2018-04-13,2018,CHN,ATL,1,0,4,0
2018-04-13,2018,CIN,SLN,1,3,5,0
2018-04-13,2018,LAN,ARI,1,7,8,0
2018-04-13,2018,MIA,PIT,1,7,2,1
2018-04-13,2018,NYN,MIL,1,6,5,1
2018-04-13,2018,SDN,SFN,1,5,1,1
2018-04-13,2018,WAS,COL,1,1,2,0
2018-04-13,2018,BOS,BAL,1,7,3,1
2018-04-13,2018,CLE,TOR,1,4,8,0
2018-04-13,2018,DET,NYA,1,6,8,0
2018-04-13,2018,HOU,TEX,1,3,2,1
2018-04-13,2018,KCA,ANA,1,4,5,0
2018-04-13,2018,SEA,OAK,1,7,4,1
2018-04-13,2018,TBA,PHI,1,1,2,0
2018-04-14,2018,CHN,ATL,1,14,10,1
2018-04-14,2018,CIN,SLN,1,1,6,0
2018-04-14,2018,LAN,ARI,1,1,9,0
2018-04-14,2018,MIA,PIT,1,0,1,0
2018-04-14,2018,NYN,MIL,1,1,5,0
2018-04-14,2018,SDN,SFN,1,5,4,1
2018-04-14,2018,WAS,COL,1,6,2,1
2018-04-14,2018,BOS,BAL,1,10,3,1
2018-04-14,2018,HOU,TEX,1,5,6,0
2018-04-14,2018,KCA,ANA,1,3,5,0
2018-04-14,2018,SEA,OAK,1,10,8,1
2018-04-14,2018,TBA,PHI,1,4,9,0
2018-04-15,2018,CIN,SLN,1,2,3,0
2018-04-15,2018,LAN,ARI,1,7,2,1
2018-04-15,2018,MIA,PIT,1,3,7,0
2018-04-15,2018,NYN,MIL,1,3,2,1
2018-04-15,2018,SDN,SFN,1,10,1,1
2018-04-15,2018,WAS,COL,1,5,6,0
2018-04-15,2018,BOS,BAL,1,3,1,1
2018-04-15,2018,HOU,TEX,1,1,3,0
2018-04-15,2018,SEA,OAK,1,1,2,0
2018-04-15,2018,TBA,PHI,1,4,10,0
2018-04-16,2018,ATL,PHI,1,2,1,1
2018-04-16,2018,MIL,CIN,1,4,10,0
2018-04-16,2018,NYN,WAS,1,6,8,0
2018-04-16,2018,PIT,COL,1,2,6,0
2018-04-16,2018,SDN,LAN,1,3,10,0
2018-04-16,2018,NYA,MIA,1,12,1,1
2018-04-16,2018,OAK,CHA,1,8,1,1
2018-04-16,2018,SEA,HOU,1,2,1,1
2018-04-16,2018,TBA,TEX,1,8,4,1
2018-04-17,2018,ARI,SFN,1,1,0,1
2018-04-17,2018,ATL,PHI,1,1,5,0
2018-04-17,2018,CHN,SLN,1,3,5,0
2018-04-17,2018,MIL,CIN,1,2,0,1
2018-04-17,2018,NYN,WAS,1,2,5,0
2018-04-17,2018,PIT,COL,1,0,2,0
2018-04-17,2018,SDN,LAN,1,3,7,0
2018-04-17,2018,ANA,BOS,1,1,10,0
2018-04-17,2018,DET,BAL,1,4,2,1
2018-04-17,2018,MIN,CLE,1,1,6,0
2018-04-17,2018,NYA,MIA,1,1,9,0
2018-04-17,2018,OAK,CHA,1,10,2,1
2018-04-17,2018,SEA,HOU,1,1,4,0
2018-04-17,2018,TBA,TEX,1,2,7,0
2018-04-17,2018,TOR,KCA,1,11,3,1
2018-04-17,2018,TOR,KCA,1,5,4,1
2018-04-18,2018,ARI,SFN,1,3,4,0
2018-04-18,2018,ATL,PHI,1,7,3,1
2018-04-18,2018,MIL,CIN,1,2,0,1
2018-04-18,2018,NYN,WAS,1,11,5,1
2018-04-18,2018,PIT,COL,1,10,2,1
2018-04-18,2018,SDN,LAN,1,4,13,0
2018-04-18,2018,ANA,BOS,1,0,9,0
2018-04-18,2018,DET,BAL,1,6,5,1
2018-04-18,2018,MIN,CLE,1,2,1,1
2018-04-18,2018,OAK,CHA,1,12,11,1
2018-04-18,2018,SEA,HOU,1,1,7,0
2018-04-18,2018,TBA,TEX,1,4,2,1
2018-04-18,2018,TOR,KCA,1,15,5,1
2018-04-19,2018,ARI,SFN,1,3,1,1
2018-04-19,2018,ATL,NYN,1,12,4,1
2018-04-19,2018,CHN,SLN,1,8,5,1
2018-04-19,2018,MIL,MIA,1,12,3,1
2018-04-19,2018,PHI,PIT,1,7,0,1
2018-04-19,2018,ANA,BOS,1,2,8,0
2018-04-19,2018,DET,BAL,1,13,8,1
2018-04-19,2018,NYA,TOR,1,4,3,1
2018-04-19,2018,SEA,HOU,1,2,9,0
2018-04-20,2018,ARI,SDN,1,1,4,0
2018-04-20,2018,ATL,NYN,1,3,5,0
2018-04-20,2018,COL,CHN,1,5,16,0
2018-04-20,2018,LAN,WAS,1,2,5,0
2018-04-20,2018,MIL,MIA,1,8,0,1
2018-04-20,2018,PHI,PIT,1,2,1,1
2018-04-20,2018,SLN,CIN,1,4,2,1
2018-04-20,2018,ANA,SFN,1,1,8,0
2018-04-20,2018,BAL,CLE,1,3,1,1
2018-04-20,2018,CHA,HOU,1,0,10,0
2018-04-20,2018,DET,KCA,1,3,2,1
2018-04-20,2018,DET,KCA,1,2,3,0
2018-04-20,2018,NYA,TOR,1,5,8,0
2018-04-20,2018,OAK,BOS,1,3,7,0
2018-04-20,2018,TBA,MIN,1,8,7,1
2018-04-20,2018,TEX,SEA,1,2,6,0
2018-04-21,2018,ARI,SDN,1,6,2,1
2018-04-21,2018,ATL,NYN,1,4,3,1
2018-04-21,2018,COL,CHN,1,5,2,1
2018-04-21,2018,LAN,WAS,1,4,0,1
2018-04-21,2018,MIL,MIA,1,6,5,1
2018-04-21,2018,PHI,PIT,1,6,2,1
2018-04-21,2018,SLN,CIN,1,4,3,1
2018-04-21,2018,ANA,SFN,1,4,3,1
2018-04-21,2018,BAL,CLE,1,0,4,0
2018-04-21,2018,CHA,HOU,1,1,10,0
2018-04-21,2018,DET,KCA,1,12,4,1
2018-04-21,2018,NYA,TOR,1,9,1,1
2018-04-21,2018,OAK,BOS,1,3,0,1
2018-04-21,2018,TBA,MIN,1,10,1,1
2018-04-21,2018,TEX,SEA,1,7,9,0
2018-04-22,2018,ARI,SDN,1,4,2,1
2018-04-22,2018,COL,CHN,1,7,9,0
2018-04-22,2018,LAN,WAS,1,4,3,1
2018-04-22,2018,MIL,MIA,1,4,2,1
2018-04-22,2018,PHI,PIT,1,3,2,1
2018-04-22,2018,SLN,CIN,1,9,2,1
2018-04-22,2018,ANA,SFN,1,2,4,0
2018-04-22,2018,BAL,CLE,1,3,7,0
2018-04-22,2018,CHA,HOU,1,1,7,0
2018-04-22,2018,DET,KCA,1,5,8,0
2018-04-22,2018,NYA,TOR,1,5,1,1
2018-04-22,2018,OAK,BOS,1,4,1,1
2018-04-22,2018,TBA,MIN,1,8,6,1
2018-04-22,2018,TEX,SEA,1,7,4,1
2018-04-23,2018,CIN,ATL,1,10,4,1
2018-04-23,2018,COL,SDN,1,5,13,0
2018-04-23,2018,LAN,MIA,1,2,1,1
2018-04-23,2018,SFN,WAS,1,4,2,1
2018-04-23,2018,BAL,CLE,1,1,2,0
2018-04-23,2018,CHA,SEA,1,10,4,1
2018-04-23,2018,HOU,ANA,1,0,2,0
2018-04-23,2018,NYA,MIN,1,14,1,1
2018-04-23,2018,TEX,OAK,1,4,9,0
2018-04-24,2018,CIN,ATL,1,9,7,1
2018-04-24,2018,COL,SDN,1,8,0,1
2018-04-24,2018,LAN,MIA,1,2,3,0
2018-04-24,2018,PHI,ARI,1,4,8,0
2018-04-24,2018,SFN,WAS,1,4,3,1
2018-04-24,2018,SLN,NYN,1,5,6,0
2018-04-24,2018,CHA,SEA,1,0,1,0
2018-04-24,2018,CLE,CHN,1,3,10,0
2018-04-24,2018,HOU,ANA,1,7,8,0
2018-04-24,2018,KCA,MIL,1,2,5,0
2018-04-24,2018,NYA,MIN,1,8,3,1
2018-04-24,2018,TEX,OAK,1,2,3,0
2018-04-24,2018,TOR,BOS,1,4,3,1
2018-04-25,2018,CIN,ATL,1,4,5,0
2018-04-25,2018,COL,SDN,1,5,2,1
2018-04-25,2018,LAN,MIA,1,6,8,0
2018-04-25,2018,PHI,ARI,1,5,3,1
2018-04-25,2018,PIT,DET,1,10,13,0
2018-04-25,2018,PIT,DET,1,8,3,1
2018-04-25,2018,SFN,WAS,1,2,15,0
2018-04-25,2018,SLN,NYN,1,9,1,1
2018-04-25,2018,BAL,TBA,1,4,8,0
2018-04-25,2018,CHA,SEA,1,3,4,0
2018-04-25,2018,CLE,CHN,1,4,1,1
2018-04-25,2018,HOU,ANA,1,5,2,1
2018-04-25,2018,KCA,MIL,1,2,6,0
2018-04-25,2018,NYA,MIN,1,7,4,1
2018-04-25,2018,TEX,OAK,1,4,2,1
2018-04-25,2018,TOR,BOS,1,3,4,0
2018-04-26,2018,CHN,MIL,1,1,0,1
2018-04-26,2018,CIN,ATL,1,4,7,0
2018-04-26,2018,PHI,ARI,1,2,8,0
2018-04-26,2018,PIT,DET,1,1,0,1
2018-04-26,2018,SLN,NYN,1,4,3,1
2018-04-26,2018,BAL,TBA,1,5,9,0
2018-04-26,2018,CLE,SEA,1,4,5,0
2018-04-26,2018,KCA,CHA,1,3,6,0
2018-04-26,2018,NYA,MIN,1,4,3,1
2018-04-26,2018,TOR,BOS,1,4,5,0
2018-04-27,2018,CHN,MIL,1,3,2,1
2018-04-27,2018,MIA,COL,1,0,1,0
2018-04-27,2018,PHI,ATL,1,7,3,1
2018-04-27,2018,PIT,SLN,1,6,5,1
2018-04-27,2018,SDN,NYN,1,1,5,0
2018-04-27,2018,SFN,LAN,1,6,4,1
2018-04-27,2018,WAS,ARI,1,4,5,0
2018-04-27,2018,ANA,NYA,1,3,4,0
2018-04-27,2018,BAL,DET,1,6,0,1
2018-04-27,2018,BOS,TBA,1,3,4,0
2018-04-27,2018,CLE,SEA,1,6,5,1
2018-04-27,2018,HOU,OAK,1,1,8,0
2018-04-27,2018,KCA,CHA,1,4,7,0
2018-04-27,2018,MIN,CIN,1,9,15,0
2018-04-27,2018,TOR,TEX,1,4,6,0
2018-04-28,2018,CHN,MIL,1,3,0,1
2018-04-28,2018,MIA,COL,1,4,1,1
2018-04-28,2018,PHI,ATL,1,1,4,0
2018-04-28,2018,PIT,SLN,1,6,2,1
2018-04-28,2018,SDN,NYN,1,12,2,1
2018-04-28,2018,SFN,LAN,1,6,15,0
2018-04-28,2018,SFN,LAN,1,8,3,1
2018-04-28,2018,WAS,ARI,1,3,4,0
2018-04-28,2018,ANA,NYA,1,1,11,0
2018-04-28,2018,BAL,DET,1,5,9,0
2018-04-28,2018,BOS,TBA,1,6,12,0
2018-04-28,2018,CLE,SEA,1,4,12,0
2018-04-28,2018,HOU,OAK,1,11,0,1
2018-04-28,2018,KCA,CHA,1,0,8,0
2018-04-28,2018,KCA,CHA,1,5,2,1
2018-04-28,2018,MIN,CIN,1,3,1,1
2018-04-28,2018,TOR,TEX,1,4,7,0
2018-04-29,2018,CHN,MIL,1,2,0,1
2018-04-29,2018,MIA,COL,1,3,0,1
2018-04-29,2018,PHI,ATL,1,1,10,0
2018-04-29,2018,PIT,SLN,1,5,0,1
2018-04-29,2018,SDN,NYN,1,2,14,0
2018-04-29,2018,SFN,LAN,1,4,2,1
2018-04-29,2018,WAS,ARI,1,3,1,1
2018-04-29,2018,ANA,NYA,1,1,2,0
2018-04-29,2018,BAL,DET,1,5,3,1
2018-04-29,2018,BOS,TBA,1,4,3,1
2018-04-29,2018,CLE,SEA,1,4,10,0
2018-04-29,2018,HOU,OAK,1,8,4,1
2018-04-29,2018,KCA,CHA,1,5,4,1
2018-04-29,2018,MIN,CIN,1,2,8,0
2018-04-29,2018,TOR,TEX,1,7,2,1
2018-04-30,2018,ARI,LAN,1,8,5,1
2018-04-30,2018,CHN,COL,1,3,2,1
2018-04-30,2018,CIN,MIL,1,5,6,0
2018-04-30,2018,MIA,PHI,1,8,4,1
2018-04-30,2018,SFN,SDN,1,6,5,1
2018-04-30,2018,WAS,PIT,1,3,2,1
2018-04-30,2018,BOS,KCA,1,10,6,1
2018-04-30,2018,CLE,TEX,1,7,5,1
2018-04-30,2018,DET,TBA,1,2,3,0
2018-04-30,2018,HOU,NYA,1,2,1,1
2018-04-30,2018,MIN,TOR,1,5,7,0
2018-05-01,2018,ARI,LAN,1,4,3,1
2018-05-01,2018,CHN,COL,1,1,3,0
2018-05-01,2018,CIN,MIL,1,6,7,0
2018-05-01,2018,MIA,PHI,1,2,1,1
2018-05-01,2018,NYN,ATL,1,2,3,0
2018-05-01,2018,SFN,SDN,1,2,3,0
2018-05-01,2018,SLN,CHA,1,3,2,1
2018-05-01,2018,WAS,PIT,1,12,4,1
2018-05-01,2018,ANA,BAL,1,3,2,1
2018-05-01,2018,BOS,KCA,1,6,7,0
2018-05-01,2018,CLE,TEX,1,6,8,0
2018-05-01,2018,DET,TBA,1,2,1,1
2018-05-01,2018,HOU,NYA,1,0,4,0
2018-05-01,2018,MIN,TOR,1,4,7,0
2018-05-01,2018,SEA,OAK,1,6,3,1
2018-05-02,2018,ARI,LAN,1,1,2,0
2018-05-02,2018,CHN,COL,1,2,11,0
2018-05-02,2018,CIN,MIL,1,1,3,0
2018-05-02,2018,MIA,PHI,1,0,6,0
2018-05-02,2018,NYN,ATL,1,0,7,0
2018-05-02,2018,SFN,SDN,1,9,4,1
2018-05-02,2018,SLN,CHA,1,3,2,1
2018-05-02,2018,WAS,PIT,1,9,3,1
2018-05-02,2018,ANA,BAL,1,10,7,1
2018-05-02,2018,BOS,KCA,1,5,4,1
2018-05-02,2018,CLE,TEX,1,12,4,1
2018-05-02,2018,DET,TBA,1,3,2,1
2018-05-02,2018,HOU,NYA,1,0,4,0
2018-05-02,2018,MIN,TOR,1,4,0,1
2018-05-02,2018,SEA,OAK,1,2,3,0
2018-05-03,2018,ARI,LAN,1,2,5,0
2018-05-03,2018,NYN,ATL,1,0,11,0
2018-05-03,2018,WAS,PIT,1,3,1,1
2018-05-03,2018,ANA,BAL,1,12,3,1
2018-05-03,2018,CHA,MIN,1,6,5,1
2018-05-03,2018,CLE,TOR,1,11,13,0
2018-05-03,2018,CLE,TOR,1,13,4,1
2018-05-03,2018,HOU,NYA,1,5,6,0
2018-05-03,2018,KCA,DET,1,10,6,1
2018-05-03,2018,SEA,OAK,1,4,1,1
2018-05-03,2018,TEX,BOS,1,11,5,1
2018-05-04,2018,ARI,HOU,1,0,8,0
2018-05-04,2018,ATL,SFN,1,4,9,0
2018-05-04,2018,CIN,MIA,1,4,1,1
2018-05-04,2018,MIL,PIT,1,4,6,0
2018-05-04,2018,NYN,COL,1,7,8,0
2018-05-04,2018,SDN,LAN,1,0,4,0
2018-05-04,2018,SLN,CHN,1,3,2,1
2018-05-04,2018,WAS,PHI,1,7,3,1
2018-05-04,2018,CHA,MIN,1,4,6,0
2018-05-04,2018,KCA,DET,1,4,2,1
2018-05-04,2018,NYA,CLE,1,7,6,1
2018-05-04,2018,OAK,BAL,1,6,4,1
2018-05-04,2018,SEA,ANA,1,0,5,0
2018-05-04,2018,TBA,TOR,1,6,2,1
2018-05-04,2018,TEX,BOS,1,1,5,0
2018-05-05,2018,ARI,HOU,1,4,3,1
2018-05-05,2018,ATL,SFN,1,2,11,0
2018-05-05,2018,CIN,MIA,1,0,6,0
2018-05-05,2018,MIL,PIT,1,5,3,1
2018-05-05,2018,NYN,COL,1,0,2,0
2018-05-05,2018,SDN,LAN,1,7,4,1
2018-05-05,2018,SLN,CHN,1,8,6,1
2018-05-05,2018,WAS,PHI,1,1,3,0
2018-05-05,2018,CHA,MIN,1,4,8,0
2018-05-05,2018,KCA,DET,1,2,3,0
2018-05-05,2018,NYA,CLE,1,5,2,1
2018-05-05,2018,OAK,BAL,1,2,0,1
2018-05-05,2018,SEA,ANA,1,9,8,1
2018-05-05,2018,TBA,TOR,1,5,3,1
2018-05-05,2018,TEX,BOS,1,5,6,0
2018-05-06,2018,ARI,HOU,1,3,1,1
2018-05-06,2018,ATL,SFN,1,3,4,0
2018-05-06,2018,CIN,MIA,1,5,8,0
2018-05-06,2018,MIL,PIT,1,0,9,0
2018-05-06,2018,NYN,COL,1,2,3,0
2018-05-06,2018,SDN,LAN,1,3,0,1
2018-05-06,2018,SLN,CHN,1,4,3,1
2018-05-06,2018,WAS,PHI,1,5,4,1
2018-05-06,2018,CHA,MIN,1,3,5,0
2018-05-06,2018,KCA,DET,1,4,2,1
2018-05-06,2018,NYA,CLE,1,7,4,1
2018-05-06,2018,OAK,BAL,1,2,1,1
2018-05-06,2018,SEA,ANA,1,2,8,0
2018-05-06,2018,TBA,TOR,1,1,2,0
2018-05-06,2018,TEX,BOS,1,1,6,0
2018-05-07,2018,CHN,MIA,1,14,2,1
2018-05-07,2018,CIN,NYN,1,6,7,0
2018-05-07,2018,PHI,SFN,1,11,0,1
2018-05-07,2018,SDN,WAS,1,5,8,0
2018-05-07,2018,SLN,MIN,1,0,6,0
2018-05-07,2018,OAK,HOU,1,2,16,0
2018-05-07,2018,TEX,DET,1,7,6,1
2018-05-08,2018,CHN,MIA,1,4,3,1
2018-05-08,2018,CIN,NYN,1,7,2,1
2018-05-08,2018,COL,ANA,1,4,2,1
2018-05-08,2018,LAN,ARI,1,5,8,0
2018-05-08,2018,MIL,CLE,1,3,2,1
2018-05-08,2018,PHI,SFN,1,4,2,1
2018-05-08,2018,SDN,WAS,1,0,4,0
2018-05-08,2018,SLN,MIN,1,1,7,0
2018-05-08,2018,BAL,KCA,1,7,15,0
2018-05-08,2018,CHA,PIT,1,6,10,0
2018-05-08,2018,NYA,BOS,1,3,2,1
2018-05-08,2018,OAK,HOU,1,2,4,0
2018-05-08,2018,TBA,ATL,1,0,1,0
2018-05-08,2018,TEX,DET,1,4,7,0
2018-05-08,2018,TOR,SEA,1,0,5,0
2018-05-09,2018,CHN,MIA,1,13,4,1
2018-05-09,2018,CIN,NYN,1,2,1,1
2018-05-09,2018,COL,ANA,1,0,8,0
2018-05-09,2018,LAN,ARI,1,6,3,1
2018-05-09,2018,MIL,CLE,1,2,6,0
2018-05-09,2018,PHI,SFN,1,11,3,1
2018-05-09,2018,SDN,WAS,1,2,1,1
2018-05-09,2018,BAL,KCA,1,5,3,1
2018-05-09,2018,CHA,PIT,1,5,6,0
2018-05-09,2018,NYA,BOS,1,9,6,1
2018-05-09,2018,OAK,HOU,1,1,4,0
2018-05-09,2018,TBA,ATL,1,2,5,0
2018-05-09,2018,TEX,DET,1,5,4,1
