date,season,team,opponent,is_home,team_score,opp_score,target_win
2018-08-25,2018,OAK,MIN,0,6,2,1
2018-08-25,2018,BOS,TBA,0,1,5,0
2018-08-25,2018,PHI,TOR,0,6,8,0
2018-08-26,2018,SEA,ARI,0,2,5,0
2018-08-26,2018,CIN,CHN,0,0,9,0
2018-08-26,2018,SLN,COL,0,12,3,1
2018-08-26,2018,SDN,LAN,0,3,7,0
2018-08-26,2018,ATL,MIA,0,4,0,1
2018-08-26,2018,PIT,MIL,0,4,7,0
2018-08-26,2018,WAS,NYN,0,15,0,1
2018-08-26,2018,TEX,SFN,0,1,3,0
2018-08-26,2018,HOU,ANA,0,3,1,1
2018-08-26,2018,NYA,BAL,0,5,3,1
2018-08-26,2018,CHA,DET,0,7,2,1
2018-08-26,2018,CLE,KCA,0,12,5,1
2018-08-26,2018,OAK,MIN,0,6,2,1
2018-08-26,2018,BOS,TBA,0,1,9,0
2018-08-26,2018,PHI,TOR,0,8,3,1
2018-08-27,2018,NYN,CHN,0,4,7,0
2018-08-27,2018,WAS,PHI,0,5,3,1
2018-08-27,2018,ARI,SFN,0,0,2,0
2018-08-27,2018,COL,ANA,0,7,10,0
2018-08-27,2018,TOR,BAL,0,0,7,0
2018-08-27,2018,OAK,HOU,0,4,11,0
2018-08-27,2018,CHA,NYA,0,6,2,1
2018-08-28,2018,TBA,ATL,0,5,9,0
2018-08-28,2018,NYN,CHN,0,1,2,0
2018-08-28,2018,MIL,CIN,0,7,9,0
2018-08-28,2018,WAS,PHI,0,5,4,1
2018-08-28,2018,SEA,SDN,0,1,2,0
2018-08-28,2018,ARI,SFN,0,0,1,0
2018-08-28,2018,PIT,SLN,0,2,5,0
2018-08-28,2018,COL,ANA,0,3,2,1
2018-08-28,2018,TOR,BAL,0,5,12,0
2018-08-28,2018,MIA,BOS,0,7,8,0
2018-08-28,2018,MIN,CLE,0,1,8,0
2018-08-28,2018,OAK,HOU,0,4,3,1
2018-08-28,2018,DET,KCA,0,2,6,0
2018-08-28,2018,CHA,NYA,0,4,5,0
2018-08-28,2018,LAN,TEX,0,8,4,1
2018-08-29,2018,TBA,ATL,0,8,5,1
2018-08-29,2018,NYN,CHN,0,10,3,1
2018-08-29,2018,MIL,CIN,0,13,12,1
2018-08-29,2018,WAS,PHI,0,6,8,0
2018-08-29,2018,SEA,SDN,0,3,8,0
2018-08-29,2018,ARI,SFN,0,3,1,1
2018-08-29,2018,PIT,SLN,0,2,0,1
2018-08-29,2018,TOR,BAL,0,5,10,0
2018-08-29,2018,MIA,BOS,0,6,14,0
2018-08-29,2018,MIN,CLE,0,4,3,1
2018-08-29,2018,OAK,HOU,0,4,5,0
2018-08-29,2018,DET,KCA,0,2,9,0
2018-08-29,2018,CHA,NYA,0,4,1,1
2018-08-29,2018,LAN,TEX,0,3,1,1
2018-08-30,2018,CHN,ATL,0,5,4,1
2018-08-30,2018,MIL,CIN,0,2,1,1
2018-08-30,2018,ARI,LAN,0,3,1,1
2018-08-30,2018,COL,SDN,0,2,3,0
2018-08-30,2018,PIT,SLN,0,0,5,0
2018-08-30,2018,BOS,CHA,0,9,4,1
2018-08-30,2018,MIN,CLE,0,3,5,0
2018-08-30,2018,ANA,HOU,0,5,2,1
2018-08-30,2018,DET,NYA,0,8,7,1
2018-08-30,2018,SEA,OAK,0,7,1,1
2018-08-31,2018,PIT,ATL,0,3,2,1
2018-08-31,2018,ARI,LAN,0,2,3,0
2018-08-31,2018,TOR,MIA,0,6,5,1
2018-08-31,2018,CHN,PHI,0,1,2,0
2018-08-31,2018,COL,SDN,0,0,7,0
2018-08-31,2018,NYN,SFN,0,0,7,0
2018-08-31,2018,CIN,SLN,0,5,12,0
2018-08-31,2018,MIL,WAS,0,4,1,1
2018-08-31,2018,BOS,CHA,0,1,6,0
2018-08-31,2018,TBA,CLE,0,0,3,0
2018-08-31,2018,ANA,HOU,0,3,0,1
2018-08-31,2018,BAL,KCA,0,2,9,0
2018-08-31,2018,DET,NYA,0,5,7,0
2018-08-31,2018,SEA,OAK,0,5,7,0
2018-08-31,2018,MIN,TEX,0,10,7,1
2018-09-01,2018,PIT,ATL,0,3,5,0
2018-09-01,2018,ARI,LAN,0,2,3,0
2018-09-01,2018,TOR,MIA,0,3,6,0
2018-09-01,2018,CHN,PHI,0,7,1,1
2018-09-01,2018,COL,SDN,0,4,2,1
2018-09-01,2018,NYN,SFN,0,2,1,1
2018-09-01,2018,CIN,SLN,0,4,0,1
2018-09-01,2018,MIL,WAS,0,4,5,0
2018-09-01,2018,BOS,CHA,0,6,1,1
2018-09-01,2018,TBA,CLE,0,5,3,1
2018-09-01,2018,ANA,HOU,0,3,7,0
2018-09-01,2018,BAL,KCA,0,4,5,0
2018-09-01,2018,DET,NYA,0,1,2,0
2018-09-01,2018,SEA,OAK,0,8,7,1
2018-09-01,2018,MIN,TEX,0,4,7,0
2018-09-02,2018,PIT,ATL,0,1,5,0
2018-09-02,2018,ARI,LAN,0,2,3,0
2018-09-02,2018,TOR,MIA,0,6,1,1
2018-09-02,2018,CHN,PHI,0,8,1,1
2018-09-02,2018,COL,SDN,0,7,3,1
2018-09-02,2018,NYN,SFN,0,4,1,1
2018-09-02,2018,CIN,SLN,0,6,4,1
2018-09-02,2018,MIL,WAS,0,9,4,1
2018-09-02,2018,BOS,CHA,0,0,8,0
2018-09-02,2018,TBA,CLE,0,6,4,1
2018-09-02,2018,ANA,HOU,0,2,4,0
2018-09-02,2018,BAL,KCA,0,1,9,0
2018-09-02,2018,DET,NYA,0,11,7,1
2018-09-02,2018,SEA,OAK,0,2,8,0
2018-09-02,2018,MIN,TEX,0,4,18,0
2018-09-03,2018,SDN,ARI,0,6,2,1
2018-09-03,2018,BOS,ATL,0,8,2,1
2018-09-03,2018,SFN,COL,0,8,9,0
2018-09-03,2018,NYN,LAN,0,4,2,1
2018-09-03,2018,PHI,MIA,0,1,3,0
2018-09-03,2018,CHN,MIL,0,3,4,0
2018-09-03,2018,CIN,PIT,0,1,5,0
2018-09-03,2018,SLN,WAS,0,3,4,0
2018-09-03,2018,DET,CHA,0,2,4,0
2018-09-03,2018,KCA,CLE,0,5,1,1
2018-09-03,2018,MIN,HOU,0,1,4,0
2018-09-03,2018,NYA,OAK,0,3,6,0
2018-09-03,2018,BAL,SEA,0,1,2,0
2018-09-03,2018,ANA,TEX,0,3,1,1
2018-09-03,2018,TBA,TOR,0,7,1,1
2018-09-04,2018,SDN,ARI,0,0,6,0
2018-09-04,2018,BOS,ATL,0,5,1,1
2018-09-04,2018,SFN,COL,0,2,6,0
2018-09-04,2018,NYN,LAN,0,4,11,0
2018-09-04,2018,PHI,MIA,0,9,4,1
2018-09-04,2018,CHN,MIL,0,1,11,0
2018-09-04,2018,CIN,PIT,0,3,7,0
2018-09-04,2018,SLN,WAS,0,11,8,1
2018-09-04,2018,DET,CHA,0,8,3,1
2018-09-04,2018,KCA,CLE,0,3,9,0
2018-09-04,2018,MIN,HOU,0,2,5,0
2018-09-04,2018,NYA,OAK,0,5,1,1
2018-09-04,2018,BAL,SEA,0,5,3,1
2018-09-04,2018,ANA,TEX,0,2,4,0
2018-09-04,2018,TBA,TOR,0,4,0,1
2018-09-05,2018,BOS,ATL,0,9,8,1
2018-09-05,2018,SFN,COL,0,3,5,0
2018-09-05,2018,NYN,LAN,0,7,3,1
2018-09-05,2018,PHI,MIA,0,1,2,0
2018-09-05,2018,CHN,MIL,0,6,4,1
2018-09-05,2018,CIN,PIT,0,2,3,0
2018-09-05,2018,SLN,WAS,0,7,6,1
2018-09-05,2018,DET,CHA,0,10,2,1
2018-09-05,2018,KCA,CLE,0,1,3,0
2018-09-05,2018,MIN,HOU,0,1,9,0
2018-09-05,2018,NYA,OAK,0,2,8,0
2018-09-05,2018,BAL,SEA,0,2,5,0
2018-09-05,2018,ANA,TEX,0,9,3,1
2018-09-05,2018,TBA,TOR,0,3,10,0
2018-09-06,2018,ATL,ARI,0,7,6,1
2018-09-06,2018,SDN,CIN,0,6,2,1
2018-09-06,2018,CHN,WAS,0,6,4,1
2018-09-06,2018,CLE,TOR,0,9,4,1
2018-09-07,2018,ATL,ARI,0,3,5,0
2018-09-07,2018,SDN,CIN,0,6,12,0
2018-09-07,2018,LAN,COL,0,4,2,1
2018-09-07,2018,SFN,MIL,0,2,4,0
2018-09-07,2018,PHI,NYN,0,4,3,1
2018-09-07,2018,MIA,PIT,0,3,5,0
2018-09-07,2018,HOU,BOS,0,6,3,1
2018-09-07,2018,ANA,CHA,0,5,2,1
2018-09-07,2018,SLN,DET,0,3,5,0
2018-09-07,2018,KCA,MIN,0,6,10,0
2018-09-07,2018,TEX,OAK,0,4,8,0
2018-09-07,2018,NYA,SEA,0,4,0,1
2018-09-07,2018,BAL,TBA,0,2,14,0
2018-09-07,2018,CLE,TOR,0,2,3,0
2018-09-08,2018,ATL,ARI,0,5,4,1
2018-09-08,2018,SDN,CIN,0,2,7,0
2018-09-08,2018,LAN,COL,0,2,4,0
2018-09-08,2018,SFN,MIL,0,3,4,0
2018-09-08,2018,PHI,NYN,0,5,10,0
2018-09-08,2018,MIA,PIT,0,1,5,0
2018-09-08,2018,CHN,WAS,0,3,10,0
2018-09-08,2018,CHN,WAS,0,5,6,0
2018-09-08,2018,HOU,BOS,0,5,3,1
2018-09-08,2018,ANA,CHA,0,12,3,1
2018-09-08,2018,SLN,DET,0,3,4,0
2018-09-08,2018,KCA,MIN,0,4,1,1
2018-09-08,2018,TEX,OAK,0,6,8,0
2018-09-08,2018,NYA,SEA,0,4,2,1
2018-09-08,2018,BAL,TBA,0,5,10,0
2018-09-08,2018,CLE,TOR,0,9,8,1
2018-09-09,2018,ATL,ARI,0,9,5,1
2018-09-09,2018,SDN,CIN,0,7,6,1
2018-09-09,2018,LAN,COL,0,9,6,1
2018-09-09,2018,SFN,MIL,0,3,6,0
2018-09-09,2018,PHI,NYN,0,4,6,0
2018-09-09,2018,HOU,BOS,0,5,6,0
2018-09-09,2018,ANA,CHA,0,1,0,1
2018-09-09,2018,SLN,DET,0,5,2,1
2018-09-09,2018,KCA,MIN,0,1,3,0
2018-09-09,2018,TEX,OAK,0,3,7,0
2018-09-09,2018,NYA,SEA,0,2,3,0
2018-09-09,2018,BAL,TBA,0,3,8,0
2018-09-09,2018,CLE,TOR,0,2,6,0
2018-09-10,2018,MIL,CHN,0,3,2,1
2018-09-10,2018,LAN,CIN,0,6,10,0
2018-09-10,2018,ARI,COL,0,2,13,0
2018-09-10,2018,ATL,SFN,0,4,1,1
2018-09-10,2018,PIT,SLN,0,7,8,0
2018-09-10,2018,TEX,ANA,0,5,2,1
2018-09-10,2018,HOU,DET,0,3,2,1
2018-09-10,2018,CHA,KCA,0,3,4,0
2018-09-10,2018,NYA,MIN,0,7,2,1
2018-09-10,2018,CLE,TBA,0,5,6,0
2018-09-11,2018,MIL,CHN,0,0,3,0
2018-09-11,2018,LAN,CIN,0,1,3,0
2018-09-11,2018,ARI,COL,0,6,3,1
2018-09-11,2018,MIA,NYN,0,5,3,1
2018-09-11,2018,WAS,PHI,0,3,1,1
2018-09-11,2018,WAS,PHI,0,7,6,1
2018-09-11,2018,ATL,SFN,0,4,1,1
2018-09-11,2018,PIT,SLN,0,5,11,0
2018-09-11,2018,TEX,ANA,0,0,1,0
2018-09-11,2018,OAK,BAL,0,3,2,1
2018-09-11,2018,TOR,BOS,0,2,7,0
2018-09-11,2018,HOU,DET,0,5,4,1
2018-09-11,2018,CHA,KCA,0,3,6,0
2018-09-11,2018,NYA,MIN,0,5,10,0
2018-09-11,2018,SDN,SEA,0,2,1,1
2018-09-11,2018,CLE,TBA,0,2,0,1
2018-09-12,2018,MIL,CHN,0,5,1,1
2018-09-12,2018,LAN,CIN,0,8,1,1
2018-09-12,2018,ARI,COL,0,4,5,0
2018-09-12,2018,MIA,NYN,0,0,13,0
2018-09-12,2018,WAS,PHI,0,5,1,1
2018-09-12,2018,ATL,SFN,0,2,1,1
2018-09-12,2018,PIT,SLN,0,4,3,1
2018-09-12,2018,TEX,ANA,0,1,8,0
2018-09-12,2018,OAK,BAL,0,10,0,1
2018-09-12,2018,TOR,BOS,0,0,1,0
2018-09-12,2018,HOU,DET,0,5,4,1
2018-09-12,2018,CHA,KCA,0,4,2,1
2018-09-12,2018,NYA,MIN,0,1,3,0
2018-09-12,2018,SDN,SEA,0,5,4,1
2018-09-12,2018,CLE,TBA,0,1,3,0
2018-09-13,2018,ARI,COL,0,3,10,0
2018-09-13,2018,MIA,NYN,0,3,4,0
2018-09-13,2018,MIA,NYN,0,2,5,0
2018-09-13,2018,LAN,SLN,0,9,7,1
2018-09-13,2018,CHN,WAS,0,4,3,1
2018-09-13,2018,SEA,ANA,0,8,2,1
2018-09-13,2018,OAK,BAL,0,3,5,0
2018-09-13,2018,TOR,BOS,0,3,4,0
2018-09-13,2018,MIN,KCA,0,4,6,0
2018-09-14,2018,WAS,ATL,0,5,10,0
2018-09-14,2018,CIN,CHN,0,2,3,0
2018-09-14,2018,PIT,MIL,0,4,7,0
2018-09-14,2018,MIA,PHI,0,2,14,0
2018-09-14,2018,TEX,SDN,0,4,0,1
2018-09-14,2018,COL,SFN,0,0,2,0
2018-09-14,2018,LAN,SLN,0,3,0,1
2018-09-14,2018,SEA,ANA,0,5,0,1
2018-09-14,2018,CHA,BAL,0,8,6,1
2018-09-14,2018,NYN,BOS,0,8,0,1
2018-09-14,2018,DET,CLE,0,5,4,1
2018-09-14,2018,ARI,HOU,0,4,2,1
2018-09-14,2018,MIN,KCA,0,4,8,0
2018-09-14,2018,TOR,NYA,0,0,11,0
2018-09-14,2018,OAK,TBA,0,2,1,1
2018-09-15,2018,WAS,ATL,0,7,1,1
2018-09-15,2018,CIN,CHN,0,0,1,0
2018-09-15,2018,PIT,MIL,0,3,1,1
2018-09-15,2018,MIA,PHI,0,4,5,0
2018-09-15,2018,TEX,SDN,0,6,3,1
2018-09-15,2018,COL,SFN,0,0,3,0
2018-09-15,2018,LAN,SLN,0,17,4,1
2018-09-15,2018,SEA,ANA,0,6,5,1
2018-09-15,2018,CHA,BAL,0,2,0,1
2018-09-15,2018,NYN,BOS,0,3,5,0
2018-09-15,2018,DET,CLE,0,0,15,0
2018-09-15,2018,ARI,HOU,0,4,10,0
2018-09-15,2018,MIN,KCA,0,3,10,0
2018-09-15,2018,TOR,NYA,0,8,7,1
2018-09-15,2018,OAK,TBA,0,5,7,0
2018-09-16,2018,WAS,ATL,0,6,4,1
2018-09-16,2018,CIN,CHN,0,2,1,1
2018-09-16,2018,PIT,MIL,0,3,2,1
2018-09-16,2018,MIA,PHI,0,6,4,1
2018-09-16,2018,TEX,SDN,0,3,7,0
2018-09-16,2018,COL,SFN,0,3,2,1
2018-09-16,2018,LAN,SLN,0,0,5,0
2018-09-16,2018,SEA,ANA,0,3,4,0
2018-09-16,2018,CHA,BAL,0,4,8,0
2018-09-16,2018,NYN,BOS,0,3,4,0
2018-09-16,2018,DET,CLE,0,6,4,1
2018-09-16,2018,ARI,HOU,0,4,5,0
2018-09-16,2018,MIN,KCA,0,9,6,1
2018-09-16,2018,TOR,NYA,0,3,2,1
2018-09-16,2018,OAK,TBA,0,4,5,0
2018-09-17,2018,CHN,ARI,0,5,1,1
2018-09-17,2018,SLN,ATL,0,11,6,1
2018-09-17,2018,COL,LAN,0,2,8,0
2018-09-17,2018,WAS,MIA,0,5,8,0
2018-09-17,2018,CIN,MIL,0,0,8,0
2018-09-17,2018,NYN,PHI,0,9,4,1
2018-09-17,2018,KCA,PIT,0,6,7,0
2018-09-17,2018,SFN,SDN,0,4,2,1
2018-09-17,2018,TOR,BAL,0,5,0,1
2018-09-17,2018,MIN,DET,0,6,1,1
2018-09-17,2018,SEA,HOU,0,4,1,1
2018-09-17,2018,TBA,TEX,0,3,0,1
2018-09-18,2018,CHN,ARI,0,9,1,1
2018-09-18,2018,SLN,ATL,0,8,1,1
2018-09-18,2018,COL,LAN,0,2,3,0
2018-09-18,2018,WAS,MIA,0,4,2,1
2018-09-18,2018,CIN,MIL,0,3,1,1
2018-09-18,2018,NYN,PHI,0,2,5,0
2018-09-18,2018,KCA,PIT,0,1,2,0
2018-09-18,2018,SFN,SDN,0,5,4,1
2018-09-18,2018,TOR,BAL,0,6,4,1
2018-09-18,2018,CHA,CLE,0,3,5,0
2018-09-18,2018,MIN,DET,0,5,3,1
2018-09-18,2018,SEA,HOU,0,0,7,0
2018-09-18,2018,BOS,NYA,0,2,3,0
2018-09-18,2018,ANA,OAK,0,9,7,1
2018-09-18,2018,TBA,TEX,0,4,0,1
2018-09-19,2018,CHN,ARI,0,0,9,0
2018-09-19,2018,SLN,ATL,0,3,7,0
2018-09-19,2018,COL,LAN,0,2,5,0
2018-09-19,2018,CIN,MIL,0,0,7,0
2018-09-19,2018,NYN,PHI,0,0,4,0
2018-09-19,2018,KCA,PIT,0,1,2,0
2018-09-19,2018,SFN,SDN,0,4,8,0
2018-09-19,2018,TOR,BAL,0,1,2,0
2018-09-19,2018,CHA,CLE,0,1,4,0
2018-09-19,2018,MIN,DET,0,8,2,1
2018-09-19,2018,SEA,HOU,0,9,0,1
2018-09-19,2018,BOS,NYA,0,1,10,0
2018-09-19,2018,ANA,OAK,0,0,10,0
2018-09-19,2018,TBA,TEX,0,9,3,1
2018-09-20,2018,PHI,ATL,0,3,8,0
2018-09-20,2018,CIN,MIA,0,4,2,1
2018-09-20,2018,NYN,WAS,0,5,4,1
2018-09-20,2018,CHA,CLE,0,5,4,1
2018-09-20,2018,KCA,DET,0,8,11,0
2018-09-20,2018,BOS,NYA,0,11,6,1
2018-09-20,2018,ANA,OAK,0,3,21,0
2018-09-20,2018,TBA,TOR,0,8,9,0
2018-09-21,2018,COL,ARI,0,6,2,1
2018-09-21,2018,PHI,ATL,0,5,6,0
2018-09-21,2018,SDN,LAN,0,5,3,1
2018-09-21,2018,CIN,MIA,0,0,1,0
2018-09-21,2018,MIL,PIT,0,8,3,1
2018-09-21,2018,SFN,SLN,0,3,5,0
2018-09-21,2018,NYN,WAS,0,4,2,1
2018-09-21,2018,CHN,CHA,0,4,10,0
2018-09-21,2018,BOS,CLE,0,7,5,1
2018-09-21,2018,KCA,DET,0,4,3,1
2018-09-21,2018,ANA,HOU,0,3,11,0
2018-09-21,2018,BAL,NYA,0,8,10,0
2018-09-21,2018,MIN,OAK,0,6,7,0
2018-09-21,2018,SEA,TEX,0,3,8,0
2018-09-21,2018,TBA,TOR,0,11,3,1
2018-09-22,2018,COL,ARI,0,5,1,1
2018-09-22,2018,PHI,ATL,0,3,5,0
2018-09-22,2018,SDN,LAN,0,2,7,0
2018-09-22,2018,CIN,MIA,0,1,5,0
2018-09-22,2018,MIL,PIT,0,0,3,0
2018-09-22,2018,SFN,SLN,0,4,5,0
2018-09-22,2018,NYN,WAS,0,0,6,0
2018-09-22,2018,CHN,CHA,0,8,3,1
2018-09-22,2018,BOS,CLE,0,4,5,0
2018-09-22,2018,KCA,DET,0,4,5,0
2018-09-22,2018,ANA,HOU,0,5,10,0
2018-09-22,2018,BAL,NYA,0,2,3,0
2018-09-22,2018,MIN,OAK,0,2,3,0
2018-09-22,2018,SEA,TEX,0,13,0,1
2018-09-22,2018,TBA,TOR,0,2,5,0
2018-09-23,2018,COL,ARI,0,2,0,1
2018-09-23,2018,PHI,ATL,0,1,2,0
2018-09-23,2018,SDN,LAN,0,0,14,0
2018-09-23,2018,CIN,MIA,0,0,6,0
2018-09-23,2018,MIL,PIT,0,13,6,1
2018-09-23,2018,SFN,SLN,0,2,9,0
2018-09-23,2018,NYN,WAS,0,8,6,1
2018-09-23,2018,CHN,CHA,0,6,1,1
2018-09-23,2018,BOS,CLE,0,3,4,0
2018-09-23,2018,KCA,DET,0,3,2,1
2018-09-23,2018,ANA,HOU,0,2,6,0
2018-09-23,2018,BAL,NYA,0,6,3,1
2018-09-23,2018,MIN,OAK,0,5,1,1
2018-09-23,2018,SEA,TEX,0,1,6,0
2018-09-23,2018,TBA,TOR,0,5,2,1
2018-09-24,2018,LAN,ARI,0,7,4,1
2018-09-24,2018,PIT,CHN,0,5,1,1
2018-09-24,2018,PHI,COL,0,1,10,0
2018-09-24,2018,SDN,SFN,0,5,0,1
2018-09-24,2018,MIL,SLN,0,6,4,1
2018-09-24,2018,MIA,WAS,0,3,7,0
2018-09-24,2018,TEX,ANA,0,4,5,0
2018-09-24,2018,BAL,BOS,0,2,6,0
2018-09-24,2018,CLE,CHA,0,4,0,1
2018-09-24,2018,OAK,SEA,0,7,3,1
2018-09-24,2018,NYA,TBA,0,4,1,1
2018-09-24,2018,HOU,TOR,0,5,3,1
2018-09-25,2018,LAN,ARI,0,3,4,0
2018-09-25,2018,PIT,CHN,0,6,0,1
2018-09-25,2018,KCA,CIN,0,4,3,1
2018-09-25,2018,PHI,COL,0,3,10,0
2018-09-25,2018,ATL,NYN,0,7,3,1
2018-09-25,2018,SDN,SFN,0,4,5,0
2018-09-25,2018,MIL,SLN,0,12,4,1
2018-09-25,2018,MIA,WAS,0,4,9,0
2018-09-25,2018,TEX,ANA,0,1,4,0
2018-09-25,2018,CLE,CHA,0,4,5,0
2018-09-25,2018,DET,MIN,0,4,2,1
2018-09-25,2018,OAK,SEA,0,8,10,0
2018-09-25,2018,NYA,TBA,0,9,2,1
2018-09-25,2018,HOU,TOR,0,4,1,1
2018-09-26,2018,LAN,ARI,0,2,7,0
2018-09-26,2018,PIT,CHN,0,6,7,0
2018-09-26,2018,KCA,CIN,0,6,1,1
2018-09-26,2018,PHI,COL,0,0,14,0
2018-09-26,2018,ATL,NYN,0,0,3,0
2018-09-26,2018,SDN,SFN,0,3,2,1
2018-09-26,2018,MIL,SLN,0,2,1,1
2018-09-26,2018,MIA,WAS,0,3,9,0
2018-09-26,2018,TEX,ANA,0,2,3,0
2018-09-26,2018,BAL,BOS,0,3,19,0
2018-09-26,2018,BAL,BOS,0,10,3,1
2018-09-26,2018,CLE,CHA,0,10,2,1
2018-09-26,2018,DET,MIN,0,4,11,0
2018-09-26,2018,OAK,SEA,0,9,3,1
2018-09-26,2018,NYA,TBA,0,7,8,0
2018-09-26,2018,HOU,TOR,0,1,3,0
2018-09-27,2018,PIT,CHN,0,0,3,0
2018-09-27,2018,PHI,COL,0,3,5,0
2018-09-27,2018,ATL,NYN,0,1,4,0
2018-09-27,2018,CLE,KCA,0,1,2,0
2018-09-27,2018,DET,MIN,0,3,9,0
2018-09-27,2018,TEX,SEA,0,2,0,1
2018-09-27,2018,NYA,TBA,0,12,1,1
2018-09-28,2018,SLN,CHN,0,4,8,0
2018-09-28,2018,PIT,CIN,0,8,4,1
2018-09-28,2018,WAS,COL,0,2,5,0
2018-09-28,2018,DET,MIL,0,5,6,0
2018-09-28,2018,MIA,NYN,0,8,1,1
2018-09-28,2018,ATL,PHI,0,10,2,1
2018-09-28,2018,ARI,SDN,0,2,3,0
2018-09-28,2018,LAN,SFN,0,3,1,1
2018-09-28,2018,OAK,ANA,0,5,8,0
2018-09-28,2018,HOU,BAL,0,2,1,1
2018-09-28,2018,NYA,BOS,0,11,6,1
2018-09-28,2018,CLE,KCA,0,14,6,1
2018-09-28,2018,CHA,MIN,0,1,2,0
2018-09-28,2018,CHA,MIN,0,4,12,0
2018-09-28,2018,TEX,SEA,0,6,12,0
2018-09-28,2018,TOR,TBA,0,7,6,1
2018-09-29,2018,SLN,CHN,0,2,1,1
2018-09-29,2018,PIT,CIN,0,0,3,0
2018-09-29,2018,WAS,COL,0,12,2,1
2018-09-29,2018,DET,MIL,0,5,6,0
2018-09-29,2018,MIA,NYN,0,0,1,0
2018-09-29,2018,ATL,PHI,0,0,3,0
2018-09-29,2018,ARI,SDN,0,5,4,1
2018-09-29,2018,LAN,SFN,0,10,6,1
2018-09-29,2018,OAK,ANA,0,5,2,1
2018-09-29,2018,HOU,BAL,0,4,3,1
2018-09-29,2018,HOU,BAL,0,5,2,1
2018-09-29,2018,NYA,BOS,0,8,5,1
2018-09-29,2018,CLE,KCA,0,4,9,0
2018-09-29,2018,CHA,MIN,0,3,8,0
2018-09-29,2018,TEX,SEA,0,1,4,0
2018-09-29,2018,TOR,TBA,0,3,4,0
2018-09-30,2018,SLN,CHN,0,5,10,0
2018-09-30,2018,PIT,CIN,0,6,5,1
2018-09-30,2018,WAS,COL,0,0,12,0
2018-09-30,2018,DET,MIL,0,0,11,0
2018-09-30,2018,MIA,NYN,0,0,1,0
2018-09-30,2018,ATL,PHI,0,1,3,0
2018-09-30,2018,ARI,SDN,0,3,4,0
2018-09-30,2018,LAN,SFN,0,15,0,1
2018-09-30,2018,OAK,ANA,0,4,5,0
2018-09-30,2018,HOU,BAL,0,0,4,0
2018-09-30,2018,NYA,BOS,0,2,10,0
2018-09-30,2018,CLE,KCA,0,2,1,1
2018-09-30,2018,CHA,MIN,0,4,5,0
2018-09-30,2018,TEX,SEA,0,1,3,0
2018-09-30,2018,TOR,TBA,0,4,9,0
2018-10-01,2018,MIL,CHN,0,3,1,1
2018-10-01,2018,COL,LAN,0,2,5,0
2019-03-20,2019,OAK,SEA,1,7,9,0
2019-03-21,2019,OAK,SEA,1,4,5,0
2019-03-28,2019,CIN,PIT,1,5,3,1
2019-03-28,2019,LAN,ARI,1,12,5,1
2019-03-28,2019,MIA,COL,1,3,6,0
2019-03-28,2019,MIL,SLN,1,5,4,1
2019-03-28,2019,PHI,ATL,1,10,4,1
2019-03-28,2019,SDN,SFN,1,2,0,1
2019-03-28,2019,WAS,NYN,1,0,2,0
2019-03-28,2019,KCA,CHA,1,5,3,1
2019-03-28,2019,MIN,CLE,1,2,0,1
2019-03-28,2019,NYA,BAL,1,7,2,1
2019-03-28,2019,OAK,ANA,1,4,0,1
2019-03-28,2019,SEA,BOS,1,12,4,1
2019-03-28,2019,TBA,HOU,1,1,5,0
2019-03-28,2019,TEX,CHN,1,4,12,0
2019-03-28,2019,TOR,DET,1,0,2,0
2019-03-29,2019,LAN,ARI,1,4,5,0
2019-03-29,2019,MIA,COL,1,1,6,0
2019-03-29,2019,MIL,SLN,1,5,9,0
2019-03-29,2019,SDN,SFN,1,4,1,1
2019-03-29,2019,OAK,ANA,1,2,6,0
2019-03-29,2019,SEA,BOS,1,6,7,0
2019-03-29,2019,TBA,HOU,1,4,2,1
2019-03-29,2019,TOR,DET,1,6,0,1
2019-03-30,2019,LAN,ARI,1,18,5,1
2019-03-30,2019,MIA,COL,1,7,3,1
2019-03-30,2019,MIL,SLN,1,4,2,1
2019-03-30,2019,PHI,ATL,1,8,6,1
2019-03-30,2019,SDN,SFN,1,2,3,0
2019-03-30,2019,WAS,NYN,1,8,11,0
2019-03-30,2019,KCA,CHA,1,8,6,1
2019-03-30,2019,MIN,CLE,1,1,2,0
2019-03-30,2019,NYA,BAL,1,3,5,0
2019-03-30,2019,OAK,ANA,1,4,2,1
2019-03-30,2019,SEA,BOS,1,6,5,1
2019-03-30,2019,TBA,HOU,1,3,1,1
2019-03-30,2019,TEX,CHN,1,8,6,1
2019-03-30,2019,TOR,DET,1,3,0,1
2019-03-31,2019,CIN,PIT,1,0,5,0
2019-03-31,2019,LAN,ARI,1,8,7,1
2019-03-31,2019,MIA,COL,1,3,0,1
2019-03-31,2019,MIL,SLN,1,5,4,1
2019-03-31,2019,PHI,ATL,1,5,1,1
2019-03-31,2019,SDN,SFN,1,3,1,1
2019-03-31,2019,WAS,NYN,1,6,5,1
2019-03-31,2019,KCA,CHA,1,3,6,0
2019-03-31,2019,MIN,CLE,1,9,3,1
2019-03-31,2019,NYA,BAL,1,5,7,0
2019-03-31,2019,OAK,ANA,1,2,1,1
2019-03-31,2019,SEA,BOS,1,10,8,1
2019-03-31,2019,TBA,HOU,1,3,1,1
2019-03-31,2019,TEX,CHN,1,11,10,1
