date,season,team,opponent,is_home,team_score,opp_score,target_win,moneyLine,projectedRuns,runs_scored,runs_allowed,wins,losses,ERA,wOBA,OPS,wRC+,FIP,avg_exit_velocity,avg_launch_angle,avg_xwOBA
2019-04-12,2019,SEA,HOU,1,6,10,0,130.0,3.91,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-12,2019,TEX,OAK,1,6,8,0,105.0,5.37,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-12,2019,TOR,TB,1,7,11,0,135.0,3.62,726,828,67,95,4.79,0.31,0.733,92,4.82,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,ARI,SD,1,4,5,0,-110.0,4.71,813,743,85,77,4.25,0.319,0.757,93,4.4,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,ATL,NYM,1,11,7,1,-150.0,6.0,855,743,97,65,4.19,0.332,0.789,101,4.39,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,CHC,LAA,1,5,6,0,-205.0,6.05,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,CIN,STL,1,5,2,1,101.0,5.47,701,711,75,87,4.18,0.312,0.736,85,4.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,LAD,MIL,1,1,4,0,-147.0,5.36,886,613,106,56,3.37,0.338,0.81,110,3.73,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,MIA,PHI,1,10,3,1,155.0,2.94,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,SF,COL,1,5,2,1,-113.0,3.71,678,773,77,85,4.38,0.295,0.694,82,4.55,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,WSH,PIT,1,3,2,1,-119.0,4.89,873,724,93,69,4.27,0.336,0.796,104,4.14,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,BOS,BAL,1,5,9,0,-270.0,8.03,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,KC,CLE,1,3,0,1,-104.0,4.59,691,869,59,103,5.2,0.302,0.71,84,4.9,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,MIN,DET,1,4,3,1,-200.0,5.33,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,NYY,CWS,1,4,0,1,-155.0,6.08,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,SEA,HOU,1,1,3,0,173.0,3.11,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-13,2019,TOR,TB,1,3,1,1,180.0,2.86,726,828,67,95,4.79,0.31,0.733,92,4.82,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,ARI,SD,1,8,4,1,-135.0,4.6,813,743,85,77,4.25,0.319,0.757,93,4.4,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,ATL,NYM,1,7,3,1,140.0,3.54,855,743,97,65,4.19,0.332,0.789,101,4.39,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,CIN,STL,1,5,9,0,110.0,4.76,701,711,75,87,4.18,0.312,0.736,85,4.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,LAD,MIL,1,7,1,1,-140.0,5.25,886,613,106,56,3.37,0.338,0.81,110,3.73,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,MIA,PHI,1,1,3,0,140.0,3.54,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,SF,COL,1,0,4,0,-102.0,3.53,678,773,77,85,4.38,0.295,0.694,82,4.55,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,WSH,PIT,1,3,4,0,-180.0,5.14,873,724,93,69,4.27,0.336,0.796,104,4.14,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,BOS,BAL,1,4,0,1,-260.0,6.86,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,KC,CLE,1,9,8,1,120.0,3.41,691,869,59,103,5.2,0.302,0.71,84,4.9,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,MIN,DET,1,6,4,1,-240.0,5.65,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,NYY,CWS,1,2,5,0,-200.0,6.0,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,SEA,HOU,1,2,3,0,170.0,2.78,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,TEX,OAK,1,8,7,1,135.0,4.26,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-14,2019,TOR,TB,1,4,8,0,118.0,3.67,726,828,67,95,4.79,0.31,0.733,92,4.82,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,LAD,CIN,1,4,3,1,-185.0,4.87,886,613,106,56,3.37,0.338,0.81,110,3.73,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,MIA,CHC,1,2,7,0,125.0,3.56,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,MIL,STL,1,10,7,1,-135.0,5.46,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,PHI,NYM,1,6,7,0,-113.0,3.98,774,794,81,81,4.53,0.314,0.746,90,4.88,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,SD,COL,1,2,5,0,-160.0,4.62,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,BOS,BAL,1,1,8,0,-260.0,7.94,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,CWS,KC,1,5,4,1,-116.0,5.1,708,832,72,89,4.9,0.309,0.728,92,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,MIN,TOR,1,3,5,0,-120.0,4.64,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,SEA,CLE,1,4,6,0,103.0,3.45,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-15,2019,TEX,LAA,1,12,7,1,112.0,4.95,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,ATL,ARI,1,6,9,0,-135.0,4.88,855,743,97,65,4.19,0.332,0.789,101,4.39,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,LAD,CIN,1,6,1,1,-168.0,5.33,886,613,106,56,3.37,0.338,0.81,110,3.73,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,MIA,CHC,1,0,4,0,120.0,3.64,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,MIL,STL,1,8,4,1,-121.0,4.93,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,PHI,NYM,1,14,3,1,-115.0,4.81,774,794,81,81,4.53,0.314,0.746,90,4.88,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,SD,COL,1,2,8,0,-107.0,3.88,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,WSH,SF,1,3,7,0,-174.0,5.08,873,724,93,69,4.27,0.336,0.796,104,4.14,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,CWS,KC,1,5,1,1,-120.0,4.91,708,832,72,89,4.9,0.309,0.728,92,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,DET,PIT,1,3,5,0,-112.0,3.96,582,915,47,114,5.24,0.29,0.682,77,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,MIN,TOR,1,5,6,0,-150.0,5.4,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,NYY,BOS,1,8,0,1,-107.0,4.39,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,OAK,HOU,1,1,9,0,138.0,3.78,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,SEA,CLE,1,2,4,0,115.0,3.72,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,TB,BAL,1,4,2,1,-245.0,5.68,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-16,2019,TEX,LAA,1,5,0,1,-115.0,5.35,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,ATL,ARI,1,2,3,0,-165.0,5.6,855,743,97,65,4.19,0.332,0.789,101,4.39,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,LAD,CIN,1,3,2,1,-170.0,5.04,886,613,106,56,3.37,0.338,0.81,110,3.73,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,MIA,CHC,1,0,6,0,155.0,3.14,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,MIL,STL,1,3,6,0,-130.0,5.65,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,PHI,NYM,1,3,2,1,-110.0,4.45,774,794,81,81,4.53,0.314,0.746,90,4.88,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,WSH,SF,1,9,6,1,-145.0,5.03,873,724,93,69,4.27,0.336,0.796,104,4.14,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,CWS,KC,1,3,4,0,105.0,4.15,708,832,72,89,4.9,0.309,0.728,92,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,DET,PIT,1,2,3,0,-102.0,4.29,582,915,47,114,5.24,0.29,0.682,77,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,MIN,TOR,1,4,1,1,-160.0,5.23,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,NYY,BOS,1,5,3,1,-114.0,4.79,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,OAK,HOU,1,2,1,1,-109.0,4.43,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,SEA,CLE,1,0,1,0,118.0,3.44,758,893,68,94,4.99,0.314,0.74,99,5.0,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,TB,BAL,1,8,1,1,-250.0,5.71,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-17,2019,TEX,LAA,1,5,4,1,-125.0,5.83,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,ATL,ARI,1,1,4,0,-168.0,5.33,855,743,97,65,4.19,0.332,0.789,101,4.39,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,COL,PHI,1,6,2,1,-118.0,5.68,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,MIL,LAD,1,1,3,0,-102.0,4.8,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,SD,CIN,1,1,4,0,-170.0,4.72,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,WSH,SF,1,4,2,1,-194.0,4.95,873,724,93,69,4.27,0.336,0.796,104,4.14,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,LAA,SEA,1,10,11,0,-120.0,5.45,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,DET,CWS,1,9,7,1,-105.0,4.35,582,915,47,114,5.24,0.29,0.682,77,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,MIN,TOR,1,4,7,0,-172.0,5.06,939,754,101,61,4.18,0.347,0.832,116,4.03,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,NYY,KC,1,1,6,0,-200.0,6.0,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-18,2019,TB,BAL,1,5,6,0,-250.0,6.07,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,CHC,ARI,1,5,1,1,-164.0,4.35,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,COL,PHI,1,4,3,1,-148.0,6.27,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,MIA,WSH,1,3,2,1,113.0,3.52,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,MIL,LAD,1,3,5,0,104.0,4.66,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,PIT,SF,1,4,1,1,105.0,3.41,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,SD,CIN,1,2,3,0,-128.0,4.49,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,STL,NYM,1,4,5,0,-149.0,5.39,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,LAA,SEA,1,3,5,0,-120.0,4.91,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,DET,CWS,1,3,7,0,-106.0,4.37,582,915,47,114,5.24,0.29,0.682,77,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,NYY,KC,1,6,2,1,-160.0,5.23,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,OAK,TOR,1,1,5,0,-132.0,4.55,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,TB,BOS,1,4,6,0,102.0,4.21,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-19,2019,TEX,HOU,1,2,7,0,200.0,3.17,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,CHC,ARI,1,0,6,0,-133.0,4.0,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,COL,PHI,1,5,8,0,132.0,3.88,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,MIA,WSH,1,9,3,1,225.0,2.15,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,MIL,LAD,1,5,0,1,113.0,4.23,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,PIT,SF,1,3,1,1,-132.0,3.98,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,SD,CIN,1,2,4,0,-106.0,3.6,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,STL,NYM,1,10,2,1,-144.0,5.31,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,LAA,SEA,1,5,6,0,-116.0,4.56,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,BAL,MIN,1,5,6,0,180.0,3.21,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,BAL,MIN,1,5,6,0,128.0,4.39,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,BAL,MIN,1,7,16,0,180.0,3.21,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,BAL,MIN,1,7,16,0,128.0,4.39,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,CLE,ATL,1,8,4,1,-134.0,4.87,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,CLE,ATL,1,8,4,1,-160.0,4.92,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,CLE,ATL,1,7,8,0,-134.0,4.87,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,CLE,ATL,1,7,8,0,-160.0,4.92,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,NYY,KC,1,9,2,1,-250.0,6.07,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,OAK,TOR,1,1,10,0,-147.0,4.76,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,TB,BOS,1,5,6,0,-138.0,4.93,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-20,2019,TEX,HOU,1,9,4,1,225.0,3.08,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,CHC,ARI,1,2,1,1,-107.0,4.91,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,COL,PHI,1,4,1,1,-142.0,6.16,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,MIA,WSH,1,0,5,0,150.0,2.8,615,808,57,105,4.74,0.288,0.673,79,4.89,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,MIL,LAD,1,5,6,0,119.0,3.88,769,766,89,73,4.4,0.324,0.767,97,4.46,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,PIT,SF,1,2,3,0,-142.0,4.11,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,SD,CIN,1,4,3,1,-162.0,4.64,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,STL,NYM,1,6,4,1,122.0,4.05,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,LAA,SEA,1,8,6,1,-119.0,5.16,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,BAL,MIN,1,3,4,0,140.0,3.75,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,CLE,ATL,1,5,11,0,-110.0,4.19,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,DET,CWS,1,4,3,1,-110.0,4.71,582,915,47,114,5.24,0.29,0.682,77,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,NYY,KC,1,7,6,1,-200.0,5.0,943,739,103,59,4.31,0.346,0.829,117,4.47,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,OAK,TOR,1,4,5,0,-150.0,4.8,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,TB,BOS,1,3,4,0,-110.0,4.19,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-21,2019,TEX,HOU,1,11,10,1,170.0,3.89,810,878,78,84,5.06,0.317,0.75,88,4.84,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,COL,WSH,1,7,5,1,-122.0,6.05,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,NYM,PHI,1,5,1,1,-108.0,4.67,791,737,86,76,4.24,0.325,0.77,105,4.1,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,PIT,ARI,1,4,12,0,-133.0,4.28,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,STL,MIL,1,13,5,1,-145.0,5.03,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,LAA,NYY,1,3,4,0,-115.0,4.55,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,BAL,CWS,1,2,12,0,110.0,4.52,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,HOU,MIN,1,5,9,0,-168.0,5.96,920,640,107,55,3.66,0.355,0.848,124,3.98,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,OAK,TEX,1,6,1,1,-140.0,4.96,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-22,2019,TB,KC,1,6,3,1,-170.0,4.72,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,CHC,LAD,1,7,2,1,-110.0,4.19,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,CIN,ATL,1,7,6,1,112.0,4.48,701,711,75,87,4.18,0.312,0.736,85,4.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,COL,WSH,1,3,6,0,144.0,4.51,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,NYM,PHI,1,9,0,1,-123.0,4.69,791,737,86,76,4.24,0.325,0.77,105,4.1,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,PIT,ARI,1,1,2,0,-106.0,4.12,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,SD,SEA,1,6,3,1,-132.0,4.55,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,STL,MIL,1,4,3,1,-117.0,4.85,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,LAA,NYY,1,5,7,0,-105.0,4.35,769,868,72,90,5.12,0.316,0.746,96,5.04,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,BAL,CWS,1,9,1,1,126.0,4.2,729,981,54,108,5.59,0.308,0.725,88,5.56,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,BOS,DET,1,4,7,0,-220.0,5.5,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,BOS,DET,1,4,7,0,-180.0,5.79,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,BOS,DET,1,2,4,0,-220.0,5.5,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,BOS,DET,1,2,4,0,-180.0,5.79,901,828,84,78,4.7,0.338,0.806,106,4.28,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,CLE,MIA,1,1,3,0,-230.0,5.23,769,657,93,69,3.76,0.319,0.756,97,4.06,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,HOU,MIN,1,10,4,1,-150.0,5.7,920,640,107,55,3.66,0.355,0.848,124,3.98,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,OAK,TEX,1,11,5,1,-140.0,4.67,845,680,97,65,3.97,0.327,0.776,107,4.34,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,TB,KC,1,5,2,1,-185.0,5.19,769,656,96,66,3.65,0.321,0.757,104,3.65,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-23,2019,TOR,SF,1,6,7,0,-106.0,4.37,726,828,67,95,4.79,0.31,0.733,92,4.82,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,CHC,LAD,1,7,6,1,106.0,3.88,814,717,84,78,4.1,0.33,0.783,100,4.25,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,CIN,ATL,1,1,3,0,103.0,4.68,701,711,75,87,4.18,0.312,0.736,85,4.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,COL,WSH,1,9,5,1,-160.0,6.46,835,958,71,91,5.56,0.328,0.782,87,5.23,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,NYM,PHI,1,0,6,0,116.0,4.17,791,737,86,76,4.24,0.325,0.77,105,4.1,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,PIT,ARI,1,2,11,0,-110.0,4.19,758,911,69,93,5.18,0.313,0.741,92,4.78,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,SD,SEA,1,1,0,1,-158.0,5.21,682,789,70,92,4.6,0.305,0.718,89,4.22,88.71894781048451,12.736806352394755,0.37544768766563263
2019-04-24,2019,STL,MIL,1,5,2,1,-125.0,4.72,764,662,91,71,3.8,0.314,0.737,95,4.27,88.71894781048451,12.736806352394755,0.37544768766563263
